id,returnId,bookItemId,conditionAtReturn,notes
c11e3dad-6713-47c7-98e5-05cc4fa0bbb7,RET-000739,BI-00610,Good,
f25afda6-9815-4511-9dc2-d9ebfed1bc18,RET-000740,BI-00961,Good,
4d8a88f5-8627-4b8f-9be7-d378914d26af,RET-000740,BI-00347,Good,
ac4cd4aa-0eba-4d0f-abc8-6f2cc9eeabb0,RET-000741,BI-02163,Good,
6f349a54-28d9-4b4d-b5aa-753dc8a7d3d1,RET-000742,BI-00858,Good,Late return
5e2ccc75-c602-4e75-b46d-1cd68ae31f99,RET-000742,BI-01596,Good,Damaged cover
19511c55-550a-4bf1-8c7e-cfe592b099b6,RET-000743,BI-01957,Good,Late return
4a4dacc3-2991-449d-a7f9-7024f47dddfe,RET-000743,BI-02423,Good,Damaged cover
58a9c44a-a41f-470a-9712-8a6688377cb5,RET-000744,BI-01681,Good,
52e30b26-98f1-4ee0-85e2-02095b53090a,RET-000744,BI-01907,Good,Late return
b9c5db42-75d7-44ce-b00e-04416ab12538,RET-000744,BI-02037,Good,
c592876c-8ab3-42f8-893b-1e4c5249dc45,RET-000745,BI-00986,Good,
07c4e1b0-04f6-4c63-ad4b-fad46f47dea9,RET-000745,BI-00852,Good,Damaged cover
a99adbda-f509-40b2-be77-730c1446d790,RET-000745,BI-02522,Good,
3867cfcd-518e-437c-af42-9b3204f9a906,RET-000746,BI-02557,Good,Damaged cover
7caba3d4-1e6b-4149-8b4e-d70e82f19e8f,RET-000746,BI-00711,Good,
112e9a45-e69f-4cda-9036-ba5d7a5fb581,RET-000746,BI-00997,Good,
870bd89b-5fd2-4eb8-ac71-d855421b323b,RET-000747,BI-02149,Good,
5545ca50-a3fc-4b5b-a0e7-13d8d265b4d4,RET-000748,BI-00867,Good,
45d9156c-efef-40d7-9e60-147931385a57,RET-000748,BI-00964,Good,Damaged cover
092e8fd8-d4b5-4e14-ab61-af76e579476b,RET-000748,BI-02081,Good,Late return
2f4b8cca-6619-43b5-b3a4-0abf0814f8b4,RET-000749,BI-01436,Good,
3604fd28-ccca-4bca-bbf3-9b7143569526,RET-000750,BI-00854,Good,
8908bc4f-2c5e-4fdb-99fd-0b753075054d,RET-000750,BI-01506,Good,
d418f25d-5e60-4071-be33-3158aa5b5ad6,RET-000750,BI-00024,Good,Damaged cover
ded3cb6b-6f30-48e9-9118-762e29f0266b,RET-000751,BI-01933,Good,Damaged cover
a06b8fa2-7df1-4464-a772-edeaa24b5cf1,RET-000751,BI-01578,Good,
e0c6d77d-4524-464e-9315-9ea876cdd097,RET-000751,BI-01825,Good,Late return
4aba718c-a2bc-4d6a-b6d1-89a6c4f40567,RET-000752,BI-00003,Good,
ed0bc4ad-008b-44f5-9100-c023ece1e4b3,RET-000752,BI-00927,Good,Late return
a9dc6027-1394-4b0f-9803-e9a3f62b8fc5,RET-000752,BI-02111,Good,Late return
e06be466-47cc-4d75-8e76-d4dac940dc77,RET-000753,BI-00981,Good,Late return
c4d5409a-68db-4466-9080-86b96c69abdd,RET-000754,BI-02103,Good,Damaged cover
079fde3b-4b7c-43e2-ac0f-cc6e173c4899,RET-000754,BI-00112,Good,
040657b4-be00-477b-aac8-95dbe86a7d74,RET-000754,BI-01468,Good,
e05a6cd4-731b-4c32-becf-c69fe32bf74a,RET-000755,BI-00976,Good,Late return
88987752-c36f-4512-bb56-79f720db65d8,RET-000755,BI-01517,Good,
eacab99d-5ed1-42b0-a896-fffd9e7ca2da,RET-000755,BI-00576,Good,Late return
9a37c4a9-8fd0-448f-bc28-e842c83e877b,RET-000756,BI-01659,Good,Damaged cover
80f26d79-8af1-4b76-ba4d-9e90112e9aec,RET-000756,BI-00670,Good,Damaged cover
eb0359da-6dd8-4591-83c4-d6d467afef6a,RET-000757,BI-00695,Good,Late return
8aabf846-246d-458e-b1dd-c40fcb1c480e,RET-000757,BI-02130,Good,Damaged cover
69514d71-5e52-498b-99d5-fa8472d2b192,RET-000757,BI-02354,Good,Late return
c7c4ac7c-4c01-4c62-91b1-fe3d75f93f43,RET-000758,BI-00273,Good,
946c73bf-d306-483c-bf0f-e3d194be2575,RET-000759,BI-02631,Good,Late return
a6313211-2d66-4dda-bcfa-08f372893e44,RET-000759,BI-01147,Good,Damaged cover
3431a2de-9ee9-45be-8fb4-69bbf79a8fbf,RET-000759,BI-02274,Good,
e0399448-c991-4eb6-9b41-1f7d147ce263,RET-000760,BI-02947,Good,Damaged cover
38a4b6d8-a4e2-49dd-948e-ceec2631878b,RET-000760,BI-00806,Good,Damaged cover
5d6a3985-bb76-46d6-9890-d8564846b04e,RET-000760,BI-00893,Good,
87cda08d-f952-4adb-9fa2-d94d2a482ce8,RET-000761,BI-02026,Good,Damaged cover
76d881fe-036d-454d-8b0f-d891573ebe20,RET-000761,BI-01595,Good,
a77f92bb-228c-47f1-9d92-e09786b2b91f,RET-000762,BI-02232,Good,Damaged cover
2669990f-7a07-402c-8b1b-ab4b15f9d4dc,RET-000763,BI-00340,Good,
c3755959-c5d1-4462-912b-dd7bf5f4a21d,RET-000764,BI-00662,Good,
cd9d44e4-f263-4c07-b209-9e4c1312137b,RET-000764,BI-00551,Good,
c9ee0d70-d0b9-4dc0-b2c8-1581ebf5a148,RET-000765,BI-01130,Good,
9a56a507-d05a-408c-90f9-36b6263247bd,RET-000765,BI-01600,Good,Damaged cover
32a89311-e993-451b-8371-50ce1b8d1a42,RET-000766,BI-02303,Good,Damaged cover
fe58e036-1809-4aff-b6d5-d0b18586bd2a,RET-000766,BI-02324,Good,Damaged cover
13142bbf-d5b5-4be7-8b29-dd8d31defc75,RET-000766,BI-01554,Good,Late return
cc00b58c-5b62-4881-b50a-62629869c0ed,RET-000767,BI-02964,Good,Damaged cover
4912c414-8a36-420b-91d2-9824d2ef4f74,RET-000767,BI-00400,Good,Damaged cover
ae42eac0-1b82-46bf-8aa4-5529d9b2edb3,RET-000767,BI-02538,Good,Late return
ad155794-940a-415b-91ad-72273a32fc33,RET-000768,BI-00575,Good,
e0d375bb-f6c3-4fe3-8243-bfc00f1ccf23,RET-000769,BI-01096,Good,
57f87c2d-ecec-439e-913c-93f801dc7139,RET-000769,BI-00310,Good,Damaged cover
d1fce246-346d-4ab1-ba36-f27845b793ce,RET-000769,BI-00911,Good,Late return
3137568b-2b08-49b9-ab90-5216fb8e5926,RET-000770,BI-02159,Good,Damaged cover
8fd1c088-b954-4763-9cdf-efb3f300347e,RET-000771,BI-00253,Good,
3d8360a7-7c92-4a54-9547-1428977460cc,RET-000771,BI-01813,Good,
3a4710b8-219f-46d4-bbeb-9254cfeb03b7,RET-000772,BI-02020,Good,Late return
2e3de994-6af7-4401-a64e-78c94ca0376b,RET-000772,BI-02827,Good,
074e9d70-d66f-4f2f-873d-b8d73bec7739,RET-000772,BI-01792,Good,Late return
5203fce7-59a6-435e-ae89-a47841c0d660,RET-000773,BI-01613,Good,
0f0bd2ca-b81c-45a8-b5a7-c591301d60a4,RET-000774,BI-00343,Good,
8ae2318e-3cce-45b5-a0b5-8d2c26f8a4f1,RET-000774,BI-01016,Good,Damaged cover
a7bff913-fb8d-441c-955c-5b59195370fc,RET-000775,BI-01934,Good,
5e4429af-21f9-4479-8c9c-6f68919eb7f2,RET-000775,BI-00642,Good,Damaged cover
e7bbfddf-da18-43d7-977b-25de0276c4d8,RET-000775,BI-01331,Good,Late return
f201c4ab-2009-4f89-9f33-fa98fe2b21e3,RET-000776,BI-02787,Good,Late return
90cc292a-e605-4756-b836-8bf08b64f9b3,RET-000776,BI-01030,Good,Late return
58faac37-4388-4669-86ed-85df2039b1f1,RET-000777,BI-00819,Good,
f34c623f-2c69-4b50-a47a-a02cfec4713a,RET-000777,BI-01215,Good,
5a1c01c0-f5e3-492a-bc7b-36309c15dda9,RET-000778,BI-02071,Good,
4740dcdc-c4be-4601-9bab-8a9850abeeff,RET-000778,BI-01504,Good,
cc8eebe2-5772-4ac6-b86d-8b9bc54722df,RET-000778,BI-01563,Good,Late return
969a6d8d-5c9e-493c-b36e-1afab1f0ad32,RET-000779,BI-01060,Good,Late return
2c1aba6d-39cc-47c8-ac4f-6ff7f5461476,RET-000780,BI-02802,Good,
b0c0e9a4-137e-4d25-99c4-fa7ad8862a04,RET-000780,BI-01008,Good,
ba0c7c47-c766-4369-91d8-bbec3b611ae0,RET-000781,BI-00498,Good,Damaged cover
74000a87-0eeb-4a91-ba96-4ff9914e68f2,RET-000781,BI-01510,Good,
27a8f786-fd65-45ca-a15f-5a6000698c17,RET-000782,BI-02359,Good,Late return
24da73a4-763a-4001-96ee-2ef4d61ef90c,RET-000782,BI-00151,Good,
2d79ded9-effa-41a3-b39a-b7e46145eadd,RET-000782,BI-02850,Good,Damaged cover
08f35a34-e1b9-4d9b-a0e8-8c38172b3425,RET-000783,BI-01028,Good,
aa7d222a-d65b-46cb-a63f-80f0a8ac3c33,RET-000784,BI-02452,Good,Late return
470eaaa2-7178-4d93-ab66-542d3d265587,RET-000785,BI-00549,Good,Damaged cover
8772918a-54fe-4da0-ad97-c231d8a1dc5d,RET-000786,BI-02751,Good,
78c39cf5-a356-45b8-84b4-465f0078e02a,RET-000786,BI-01303,Good,Damaged cover
a4d3b6ff-0edd-4b55-8ca8-71e0ad576b3a,RET-000787,BI-00837,Good,
5612737a-b8c4-412f-80d2-18d864a6ae8f,RET-000788,BI-02066,Good,Late return
54ff8c20-3ef0-4e14-bc12-b750c9772c78,RET-000788,BI-01998,Good,
ef7ef574-839c-4577-a7db-388f294f73a8,RET-000788,BI-02766,Good,
da89fb83-d5c0-412e-a4db-793fe99d26fe,RET-000789,BI-00815,Good,Late return
09ea4605-30b9-49e0-8423-9bcee9246cf8,RET-000790,BI-02934,Good,
958d72b9-67e1-4551-b502-5788df121da4,RET-000791,BI-00083,Good,
609b91ad-1126-4046-941e-84a9367159ae,RET-000792,BI-02396,Good,
04bebf1d-a02a-45c3-97b2-3a1322724975,RET-000792,BI-01404,Good,Damaged cover
c8cfa44a-5e26-412e-9a44-4145977e182f,RET-000792,BI-01682,Good,
0485ef67-a0e9-447b-b743-45204e960749,RET-000793,BI-01473,Good,
e9557119-7507-4f8f-a8c7-6a63bcd38102,RET-000793,BI-02487,Good,
ad7889ca-da7c-4f71-8329-8013f41b1d4a,RET-000794,BI-01469,Good,
39766fee-d0fc-4a32-85e5-0878125772cb,RET-000795,BI-00736,Good,Damaged cover
bc980537-75ef-4ffd-ad3a-69cb3348e127,RET-000796,BI-00617,Good,Damaged cover
e4494599-945b-44b3-9f30-d7afa98a3d06,RET-000797,BI-01435,Good,Damaged cover
c8f99c36-51d4-4f5a-9bee-a5a89637e086,RET-000797,BI-00856,Good,Late return
1d469992-5dbb-4eb2-8bd2-d66f67e99732,RET-000798,BI-00396,Good,Damaged cover
5285c599-be23-4f43-a2a2-28e216c4f924,RET-000798,BI-01623,Good,Damaged cover
91cbda32-f2b0-47fa-b2bb-3b65a1ca572a,RET-000798,BI-00768,Good,
0c7760a2-859b-444f-a0ba-d9b7d3aed22e,RET-000799,BI-01964,Good,
e3c001e6-4bc3-4254-8d02-8d616e0c5d06,RET-000799,BI-00213,Good,
1b005270-eaf7-4d46-883a-7a89c9be4827,RET-000800,BI-00755,Good,
a715a172-3b15-4c99-aab0-9650a16233a0,RET-000801,BI-02610,Good,Late return
c10a0d2f-3d6f-410f-8bdb-f0d22eab7811,RET-000802,BI-00747,Good,Damaged cover
50fcebf8-974c-4151-9f8f-ebd1062be537,RET-000802,BI-01779,Good,
eaedc661-7274-4112-ae8b-a06fe1500b6c,RET-000802,BI-00118,Good,
f0d69095-91d9-4e76-82ce-b53f552d7f0f,RET-000803,BI-01521,Good,
663a0704-a5d8-4b66-b3ac-13b0426710ec,RET-000803,BI-02043,Good,
e615f8e0-ef5c-41b5-80da-ca12bc68f460,RET-000803,BI-01207,Good,Late return
72dc5c24-272b-43fa-a687-fb1806ad14d3,RET-000804,BI-00524,Good,Damaged cover
8423753e-378b-4474-922f-23db38727cc4,RET-000804,BI-02533,Good,
1cda949a-a535-4590-b84e-8dbf4bf351f3,RET-000804,BI-01834,Good,
38c446a5-f258-4557-a314-77298a689fac,RET-000805,BI-02171,Good,
8617272d-53cc-47d6-9c97-51c7d44fb05d,RET-000805,BI-02950,Good,Late return
74473810-8419-4237-b63b-f0b149433f27,RET-000806,BI-00916,Good,Late return
2ff1b1a1-c13e-4c85-aa2f-fc5477152fb4,RET-000806,BI-01597,Good,
c8e37791-3437-4904-90ef-fb77df139ecf,RET-000806,BI-01283,Good,Late return
58bda6bf-25c7-4983-9ab6-456e4f574f08,RET-000807,BI-01821,Good,Damaged cover
3a2b7573-b615-4a44-8d73-918c066c5090,RET-000807,BI-00744,Good,
b51f55ec-5a2b-46ac-b6fe-4fc4b7b8297e,RET-000808,BI-02496,Good,
39aa24b4-c31e-4041-a640-c43e46a797d1,RET-000809,BI-01759,Good,
fee1f5ff-07cd-4857-b04a-3f58f8e6c00c,RET-000809,BI-01752,Good,Damaged cover
45d74097-d891-45d9-972f-e70c19473776,RET-000809,BI-00937,Good,
52d85138-4150-4f59-bd8c-d23aa4411128,RET-000810,BI-01361,Good,Late return
ad3107ee-bfae-4741-a4bf-75f616e4973f,RET-000811,BI-02269,Good,Damaged cover
7c6d0d9c-2171-4dcb-a815-4d2115eab956,RET-000811,BI-02074,Good,
753a73ae-3610-4cde-812c-50485dfdf324,RET-000812,BI-02542,Good,Damaged cover
4ffde373-1268-4536-8d4c-99b81a295048,RET-000812,BI-02140,Good,
e2ac9d98-641b-4f11-a1e4-005cc2999238,RET-000812,BI-00704,Good,
04ec2d6c-02ee-40f2-9309-a4c838b7d11b,RET-000813,BI-01355,Good,Damaged cover
30227186-3c29-451e-b1bb-e08cbc599934,RET-000814,BI-02903,Good,Late return
d7eb6b30-4c64-420a-815d-f36a54f18045,RET-000814,BI-01228,Good,Damaged cover
3a0c1a46-3d30-4046-9cce-8c94edf0e446,RET-000814,BI-02000,Good,Late return
acf46631-e75b-43bf-82e6-1ca3c9a1fe41,RET-000815,BI-00299,Good,
9f7679f1-5746-4aa8-923f-a6f079e5023c,RET-000815,BI-02987,Good,Late return
b6908dd0-3dd8-49cc-aba3-162d9e2b3988,RET-000816,BI-01812,Good,
70bfbc21-f87c-4f18-bede-74ee58b6777a,RET-000817,BI-02640,Good,
f33ae498-17f5-4acf-b897-315079dee667,RET-000818,BI-02228,Good,
3a89a1e1-d434-498f-b928-c004871c51c5,RET-000819,BI-01488,Good,
41d85289-0f1c-4f0f-9499-fbb1ddd902ea,RET-000820,BI-00816,Good,Late return
ce5be097-af0a-42a1-9d1e-ea1622d93b02,RET-000820,BI-02041,Good,Damaged cover
66341a6a-f499-4bae-b583-66faadecc267,RET-000820,BI-02752,Good,
b20677f7-e8e9-4e53-9ec1-de8d5aa5275f,RET-000821,BI-00811,Good,
5ce87223-9e9e-4eed-bea9-bf05e32f4d1e,RET-000821,BI-00199,Good,
818c8094-c5c3-4f60-ac1b-962fe99a21e6,RET-000822,BI-00044,Good,
e0e641fc-2589-4ff7-a990-5e1054d7341d,RET-000823,BI-01288,Good,Damaged cover
0b9430f9-e9a5-46a5-ac00-b627b4ee718d,RET-000823,BI-01458,Good,Damaged cover
07075efa-e684-4db2-a0ba-d00c0cc1477e,RET-000823,BI-00959,Good,
76dfdf07-8314-4f92-915d-972f2da5bf43,RET-000824,BI-00100,Good,Late return
0fe3d72c-d60d-480a-be74-3186cbb3a644,RET-000825,BI-01881,Good,Damaged cover
0b7ff2bd-4efd-4412-af1f-bb342f275f73,RET-000825,BI-02790,Good,
89a122c8-d861-4bdf-a802-bf645e7ece7f,RET-000825,BI-00225,Good,Late return
e8170a82-fe40-4a56-bbe0-b8624efa536c,RET-000826,BI-00303,Good,Late return
ec2e25c6-3ada-475b-9c3d-e293cd3022dd,RET-000826,BI-02148,Good,Late return
89076411-98a8-4774-afb7-8f24d7b17124,RET-000826,BI-00146,Good,Late return
ca083fb5-d9ad-458f-a1ac-68eef35c07e3,RET-000827,BI-00043,Good,Late return
0e31305a-f0c1-49ca-b1df-cef737a58981,RET-000827,BI-02842,Good,Late return
6cd6ddb1-713f-429c-b9f2-5ccf0af1e2f1,RET-000828,BI-01158,Good,Late return
28fc9779-6f70-4c58-9482-f52fe7a575d9,RET-000828,BI-01842,Good,Late return
ce7ffa51-9f04-43af-be17-8319ca7efd7d,RET-000829,BI-02193,Good,
37d897a2-2ea6-4f76-8278-441169a81b9e,RET-000829,BI-00829,Good,
68393b67-ef39-4768-95a4-b8f51fc2b90d,RET-000830,BI-01678,Good,Damaged cover
81a0dfef-5067-4d70-8636-29f7da766281,RET-000830,BI-02092,Good,Damaged cover
fb68a1a6-9043-4dd4-9bc5-cc88ad0addce,RET-000830,BI-00473,Good,Damaged cover
f57cc5cc-4e69-4c4e-baba-56dca0046061,RET-000831,BI-00475,Good,
6dba8fc3-b41c-4f3a-a4af-17ade32387e1,RET-000831,BI-02112,Good,Late return
69fc0c45-fdb6-498f-9d77-d7f155c8c6a4,RET-000832,BI-00674,Good,
a8dfa776-b201-4be5-ac5b-f5f23861ced0,RET-000832,BI-02032,Good,
09ddae0a-e020-4193-85ec-f5e89c7a3ee7,RET-000832,BI-02272,Good,Damaged cover
938dbb66-8e09-4698-9846-f1da9b15d7f1,RET-000833,BI-00777,Good,Damaged cover
3004715a-51e5-42a3-ba50-a87839d8bdee,RET-000833,BI-02690,Good,Damaged cover
422473cf-1c2c-4c8a-9bf1-f802edfc83c7,RET-000834,BI-02178,Good,Damaged cover
b544b74f-6736-471a-a4fd-0f30c3239d72,RET-000834,BI-00903,Good,Late return
067a9973-3fba-469e-9986-0ed76b825e82,RET-000834,BI-01743,Good,
00d69602-3fd8-4812-9dde-f1e44634dc69,RET-000835,BI-01974,Good,
d58b33b3-f54b-4bd5-b17b-2485fea6d2c3,RET-000835,BI-02282,Good,Damaged cover
70e0e660-061b-4697-ab32-5751640c5f60,RET-000836,BI-01626,Good,
3c78b0ce-43a8-4394-bc2a-33671bae8135,RET-000837,BI-00076,Good,Damaged cover
9cc1b8c2-9f03-46f4-9a35-83c30889e3ad,RET-000837,BI-02949,Good,
f0eea848-6ee9-4aea-bbca-f80aa2e16417,RET-000838,BI-01275,Good,
a8a8e4cd-b942-4901-a473-7ca7fe6722e2,RET-000839,BI-01451,Good,
d82c4086-f69e-4c2e-b633-bfccaaf58d76,RET-000839,BI-01203,Good,Late return
22956725-5a83-4716-97cc-2d30bc401f29,RET-000840,BI-02932,Good,
db7600a0-3d11-438f-97ce-5697fc14274c,RET-000840,BI-02473,Good,
db14b085-cda9-45dc-96e3-3beb8d9ffe7b,RET-000841,BI-01746,Good,
6123fb7e-717f-473d-98e6-8c880b9dc97e,RET-000841,BI-00587,Good,Late return
29375e26-87b6-4420-ac0e-1b5f7b18a864,RET-000842,BI-00532,Good,
3f97746e-6a1a-4293-9c18-6baf440a9a49,RET-000843,BI-02079,Good,
778d0372-9999-4e84-8566-e9dd554d3c03,RET-000844,BI-02741,Good,
a2f6826d-39d5-49fd-ab1f-fe091dea8cbe,RET-000844,BI-00605,Good,
9a718556-b5d7-41eb-8799-f2ae3e1e361d,RET-000845,BI-01587,Good,
7d00b56d-7029-4e11-bee1-c990e7129525,RET-000846,BI-02453,Good,Damaged cover
2f644073-00c5-4cfc-a786-27e0bc107c00,RET-000846,BI-01896,Good,
5d092a8d-2207-4745-a85a-163357b0f17c,RET-000846,BI-01932,Good,
f58286a5-a232-498f-841f-6ab84db37730,RET-000847,BI-02378,Good,Late return
98de59d3-4517-4587-8dca-e1e796117f9c,RET-000847,BI-01824,Good,Damaged cover
2a2a59fe-2d25-4d10-afcf-c5ec5980956b,RET-000847,BI-02135,Good,Damaged cover
21c8bb5e-ad2e-41a9-869e-47bbc28a9561,RET-000848,BI-00270,Good,
0c2252ae-4cf6-4ea9-9dbd-c7f058e79689,RET-000848,BI-00262,Good,
0dd108a4-4787-46f1-b430-fdfd893768bc,RET-000848,BI-01869,Good,
95102849-0e9c-4625-b8da-21df6e2e15f8,RET-000849,BI-02386,Good,Damaged cover
9b639d44-05b6-4181-838e-66e6e3911e74,RET-000850,BI-01383,Good,
8868d718-7048-492e-9d0f-6404d2a853f0,RET-000851,BI-02725,Good,
467680c7-d979-43fd-b5ce-bdd4b2cc2c2f,RET-000851,BI-01183,Good,Damaged cover
dfd08032-405d-4341-b08b-731bbfbc6f76,RET-000852,BI-02262,Good,Damaged cover
7ce9ae50-39e7-44ea-9402-00ea666ccb19,RET-000852,BI-00393,Good,
c415f3c6-4e90-40e6-822c-7f44dbc7d4a3,RET-000853,BI-01999,Good,
92597a24-98b2-4fe0-9b3a-bf71bdb390d6,RET-000853,BI-02732,Good,Late return
5d655820-9256-4fb8-964a-bc47802f916a,RET-000853,BI-01285,Good,
78058d15-e831-4561-94e4-11e6ee9d505e,RET-000854,BI-02881,Good,
dc7cfb4c-b79b-4864-8378-4c6ef0b33d2c,RET-000854,BI-00537,Good,
de6c6311-4894-4b4e-8e96-1c1375629519,RET-000855,BI-02264,Good,
cbff7d22-c10d-4bdb-994e-dd9370470cdf,RET-000855,BI-02863,Good,Late return
95ceb17e-6c75-4c32-aea8-25cb6b5b0157,RET-000855,BI-02560,Good,
911ecf2c-7b31-419c-92aa-05b019d17173,RET-000856,BI-01133,Good,
0e915a05-6f56-4f8e-9f4f-9f1d3d7f8d53,RET-000856,BI-01986,Good,
58b24cd4-6114-43bf-9e2a-e3b4a6c2b313,RET-000856,BI-01089,Good,Damaged cover
b8842a01-d05d-468f-8577-88c17b1042f5,RET-000857,BI-01412,Good,Late return
801cd7bd-b41e-4678-a8a0-4cc8664ec16c,RET-000858,BI-01092,Good,
3bd44e68-bd97-4e81-8772-1cf72d2dc5b7,RET-000858,BI-00049,Good,
9b5cea6f-ace0-443c-8185-d7b9b65bdf3d,RET-000858,BI-00438,Good,
74cf1206-febb-4c8d-9faf-3faa081d3094,RET-000859,BI-01894,Good,
03c94fec-329c-4b4d-ace2-b912311be9da,RET-000860,BI-02763,Good,Damaged cover
c942c4ba-fb83-4708-bbb3-15390a4b0810,RET-000861,BI-00027,Good,Late return
77d83023-a0a9-48f3-8175-dd41c8b8da5e,RET-000862,BI-01077,Good,Late return
2dd23ab0-f75a-498d-b06f-487e0578beb1,RET-000862,BI-01528,Good,
53003b52-f26f-41a8-b63d-1e42ca6d0a6d,RET-000862,BI-00209,Good,
78e41812-d9d1-4a44-9991-d4b9ad5d4ed7,RET-000863,BI-00724,Good,Late return
f59166e7-0654-4427-9847-4f4ce8af0b0c,RET-000863,BI-01670,Good,
b2927b63-18c3-4a13-84b3-dca52eb49f2f,RET-000863,BI-00168,Good,
5937f6db-a362-427a-bcd3-ed0d0024f1ba,RET-000864,BI-02456,Good,Damaged cover
410b383b-8ae6-43f2-b55c-0cb32ac2f257,RET-000864,BI-00848,Good,
cc0057ed-2e59-4da3-b876-1afad9ffb552,RET-000865,BI-01755,Good,
7f6d26f5-21a8-4eb9-a8e6-ceb878b33b48,RET-000866,BI-01632,Good,Damaged cover
e0cf74c0-aad4-4b16-80bf-4db365ff6e80,RET-000867,BI-01527,Good,Late return
7c000755-3174-490c-91b5-4b167a7b4a59,RET-000867,BI-02580,Good,
7104fbeb-fc00-4f24-8703-7b33a6b99d39,RET-000867,BI-02800,Good,Late return
c551c0a9-f238-4896-811f-1c3e71b4ceb4,RET-000868,BI-00302,Good,Damaged cover
2a95e016-80de-4329-b2b2-f0cc92283e79,RET-000869,BI-01980,Good,
acd0d17b-b5d9-4c8f-965d-d8f25e02cc7b,RET-000869,BI-01122,Good,
7535fa91-c7f7-4b44-93cd-915aab9b11b2,RET-000869,BI-00187,Good,Late return
be995e3c-fd04-4de3-83dd-134cd6d95683,RET-000870,BI-01087,Good,
aa20b5e5-2d5d-448f-9583-b5a277fb6136,RET-000870,BI-02899,Good,Damaged cover
811597e0-a176-4b07-8775-674efe99252d,RET-000871,BI-02998,Good,
a0d0acb4-3bd6-4f7d-929c-b2cb30d9186d,RET-000872,BI-02169,Good,Damaged cover
4c3696f5-bb40-496b-a44a-9de2dede68de,RET-000873,BI-01233,Good,
1a43db09-71df-418b-9a5f-5e5ce9433360,RET-000873,BI-00786,Good,
a33fff4e-a5b0-404f-8766-e818636d6d10,RET-000874,BI-02719,Good,
3d9b2796-7b3a-451b-a5da-bfdda73e761c,RET-000875,BI-00820,Good,Late return
554fce20-f553-4221-b836-9edc90cf95fb,RET-000875,BI-01861,Good,
ce1c91bc-31ae-4f70-b51f-19db763aae86,RET-000876,BI-02771,Good,
7471df13-9561-45ce-8fad-ef05d2f94dfc,RET-000876,BI-01783,Good,Damaged cover
f38452e3-0894-460c-819f-57c72b517323,RET-000877,BI-02992,Good,Damaged cover
360124cc-12e8-4e5a-ab23-e8a9ec6bc843,RET-000878,BI-02395,Good,Late return
3d7fd62b-400c-467c-a4cc-a6112675f3b6,RET-000878,BI-00652,Good,Damaged cover
791cf224-b03b-4a6a-bf87-f17850c770bb,RET-000878,BI-02908,Good,
603bc7c2-a3e8-4acc-8354-222bd2ea3296,RET-000879,BI-00392,Good,
a8ea5119-679e-48e6-a50b-15b793b57732,RET-000880,BI-01788,Good,
566bd01a-b414-47b2-8148-fce3161455fa,RET-000880,BI-02788,Good,Damaged cover
f81d8492-bd43-44bb-8ba2-b12442210f5e,RET-000880,BI-00013,Good,
0682a62b-8288-4f1a-af2a-0957e6395b97,RET-000881,BI-02833,Good,Late return
7a24b77f-662f-48b0-b8d6-36f6c6438c4f,RET-000881,BI-02935,Good,Late return
6bbf3903-ab99-4129-bb4d-a7f9654e38c8,RET-000881,BI-01099,Good,Damaged cover
59ba26cf-7a88-461e-a1e6-33aa3ef1b543,RET-000882,BI-02734,Good,Damaged cover
62a46145-de03-4524-9339-0d3efa6ce0b7,RET-000882,BI-00408,Good,Damaged cover
9c85f336-912a-4003-a4ee-4128b33190d1,RET-000882,BI-02952,Good,Damaged cover
ecc0040e-c239-4ebb-b156-974e7b848d17,RET-000883,BI-02985,Good,Late return
514f27a8-f058-4c42-a03b-1096e9fe18bf,RET-000884,BI-02187,Good,Late return
5ed09662-a8c7-46fd-b797-9502ae9a819d,RET-000885,BI-00607,Good,Late return
d2289e78-1ed9-43cf-a591-09cddadc64f4,RET-000885,BI-02917,Good,Late return
e5047c80-99ac-400e-b9fa-cc42307db259,RET-000886,BI-01642,Good,
18f3546c-674b-4c50-8bee-7ca2bb6870c9,RET-000886,BI-00949,Good,Damaged cover
9cf4e850-c7f5-42e1-81fe-919ac79a8601,RET-000887,BI-00651,Good,
9b3afe1e-bac9-4255-b4ad-7fe904db036f,RET-000888,BI-00901,Good,
49e1c2ae-5e29-4f49-bc8d-5fcafab6d90a,RET-000888,BI-00064,Good,Late return
56058eec-c8d0-492c-b268-1aa67c8be74e,RET-000889,BI-01960,Good,
961aff2a-2a49-49ca-bc68-bb6c20406217,RET-000890,BI-00706,Good,Late return
4a081663-a63f-4e55-88cb-2d951a345b90,RET-000891,BI-02930,Good,
4b4bc807-c85f-427e-9260-f4bfc0a5626e,RET-000891,BI-02979,Good,
6e5547b5-eeac-4ce0-b5a3-feda084d6f91,RET-000891,BI-00517,Good,
a42e5e34-952b-4a43-9d0e-a85790beaed5,RET-000892,BI-01479,Good,
e57bf6e3-a4b1-4495-be33-e434056c7e1e,RET-000893,BI-01448,Good,
575ed38f-500b-450b-aec4-1653a8ed9fcd,RET-000893,BI-01071,Good,Late return
01bc5e85-ef37-4a75-bcde-ef93a5ca6075,RET-000894,BI-01310,Good,
974b5425-2d71-46ab-a59f-0febd21c9a9c,RET-000894,BI-02110,Good,
f09bae3c-8c29-42f0-9733-9358def3fa90,RET-000894,BI-00535,Good,Damaged cover
