id,adminId,studentId,borrowedAt,dueDate,status
TRX-000582,ADM-002,STD-023,2025-10-07 22:14:27,2025-10-14 22:14:27,Returned
TRX-000583,ADM-004,STD-011,2025-06-04 22:14:27,2025-06-11 22:14:27,Returned
TRX-000584,ADM-005,STD-047,2025-05-14 22:14:27,2025-05-21 22:14:27,Returned
TRX-000585,ADM-002,STD-098,2025-09-18 22:14:27,2025-09-25 22:14:27,Returned
TRX-000586,ADM-001,STD-037,2025-07-22 22:14:27,2025-07-29 22:14:27,Returned
TRX-000587,ADM-002,STD-011,2025-06-29 22:14:27,2025-07-06 22:14:27,Returned
TRX-000588,ADM-002,STD-094,2025-11-26 22:14:27,2025-12-03 22:14:27,Returned
TRX-000589,ADM-002,STD-045,2025-11-01 22:14:27,2025-11-08 22:14:27,Returned
TRX-000590,ADM-005,STD-032,2024-12-13 22:14:27,2024-12-20 22:14:27,Returned
TRX-000591,ADM-005,STD-084,2025-11-21 22:14:27,2025-11-28 22:14:27,Returned
TRX-000592,ADM-002,STD-049,2025-06-19 22:14:27,2025-06-26 22:14:27,Returned
TRX-000593,ADM-005,STD-003,2025-06-14 22:14:27,2025-06-21 22:14:27,Returned
TRX-000594,ADM-003,STD-056,2025-07-03 22:14:27,2025-07-10 22:14:27,Returned
TRX-000595,ADM-005,STD-008,2025-10-19 22:14:27,2025-10-26 22:14:27,Returned
TRX-000596,ADM-004,STD-069,2025-01-21 22:14:27,2025-01-28 22:14:27,Returned
TRX-000597,ADM-003,STD-015,2025-02-22 22:14:27,2025-03-01 22:14:27,Returned
TRX-000598,ADM-001,STD-033,2024-12-18 22:14:27,2024-12-25 22:14:27,Borrowed
TRX-000599,ADM-004,STD-054,2025-04-30 22:14:27,2025-05-07 22:14:27,Returned
TRX-000600,ADM-005,STD-042,2025-04-18 22:14:27,2025-04-25 22:14:27,Returned
TRX-000601,ADM-002,STD-045,2024-12-08 22:14:27,2024-12-15 22:14:27,Returned
TRX-000602,ADM-002,STD-033,2024-12-07 22:14:27,2024-12-14 22:14:27,Returned
TRX-000603,ADM-005,STD-002,2025-09-23 22:14:27,2025-09-30 22:14:27,Returned
TRX-000604,ADM-001,STD-055,2025-07-13 22:14:27,2025-07-20 22:14:27,Returned
TRX-000605,ADM-003,STD-068,2025-08-29 22:14:27,2025-09-05 22:14:27,Returned
TRX-000606,ADM-004,STD-053,2025-06-12 22:14:27,2025-06-19 22:14:27,Returned
TRX-000607,ADM-002,STD-053,2025-10-19 22:14:27,2025-10-26 22:14:27,Returned
TRX-000608,ADM-005,STD-012,2025-11-16 22:14:27,2025-11-23 22:14:27,Returned
TRX-000609,ADM-005,STD-050,2025-10-04 22:14:27,2025-10-11 22:14:27,Returned
TRX-000610,ADM-003,STD-014,2025-11-18 22:14:27,2025-11-25 22:14:27,Returned
TRX-000611,ADM-002,STD-012,2025-06-14 22:14:27,2025-06-21 22:14:27,Returned
TRX-000612,ADM-005,STD-044,2025-09-15 22:14:27,2025-09-22 22:14:27,Returned
TRX-000613,ADM-004,STD-090,2024-12-08 22:14:27,2024-12-15 22:14:27,Returned
TRX-000614,ADM-003,STD-091,2025-07-08 22:14:27,2025-07-15 22:14:27,Returned
TRX-000615,ADM-001,STD-044,2025-05-28 22:14:27,2025-06-04 22:14:27,Returned
TRX-000616,ADM-001,STD-064,2025-10-22 22:14:27,2025-10-29 22:14:27,Returned
TRX-000617,ADM-003,STD-003,2025-02-17 22:14:27,2025-02-24 22:14:27,Returned
TRX-000618,ADM-005,STD-070,2025-03-30 22:14:27,2025-04-06 22:14:27,Returned
TRX-000619,ADM-001,STD-026,2025-04-04 22:14:27,2025-04-11 22:14:27,Returned
TRX-000620,ADM-005,STD-080,2025-04-01 22:14:27,2025-04-08 22:14:27,Returned
TRX-000621,ADM-005,STD-065,2025-02-25 22:14:27,2025-03-04 22:14:27,Returned
TRX-000622,ADM-003,STD-037,2025-06-28 22:14:27,2025-07-05 22:14:27,Returned
TRX-000623,ADM-005,STD-087,2025-05-17 22:14:27,2025-05-24 22:14:27,Returned
TRX-000624,ADM-005,STD-065,2025-08-13 22:14:27,2025-08-20 22:14:27,Returned
TRX-000625,ADM-004,STD-039,2025-05-12 22:14:27,2025-05-19 22:14:27,Returned
TRX-000626,ADM-002,STD-096,2025-09-13 22:14:27,2025-09-20 22:14:27,Returned
TRX-000627,ADM-002,STD-051,2025-10-17 22:14:27,2025-10-24 22:14:27,Returned
TRX-000628,ADM-003,STD-066,2025-04-22 22:14:27,2025-04-29 22:14:27,Returned
TRX-000629,ADM-004,STD-002,2025-02-24 22:14:27,2025-03-03 22:14:27,Returned
TRX-000630,ADM-004,STD-046,2025-01-08 22:14:27,2025-01-15 22:14:27,Returned
TRX-000631,ADM-004,STD-089,2025-04-30 22:14:27,2025-05-07 22:14:27,Returned
TRX-000632,ADM-003,STD-090,2025-07-10 22:14:27,2025-07-17 22:14:27,Returned
TRX-000633,ADM-003,STD-066,2025-06-13 22:14:27,2025-06-20 22:14:27,Returned
TRX-000634,ADM-001,STD-008,2025-06-08 22:14:27,2025-06-15 22:14:27,Returned
TRX-000635,ADM-002,STD-080,2025-01-15 22:14:27,2025-01-22 22:14:27,Returned
TRX-000636,ADM-004,STD-079,2025-07-02 22:14:27,2025-07-09 22:14:27,Returned
TRX-000637,ADM-003,STD-038,2025-07-18 22:14:27,2025-07-25 22:14:27,Returned
TRX-000638,ADM-001,STD-039,2025-02-04 22:14:27,2025-02-11 22:14:27,Returned
TRX-000639,ADM-003,STD-016,2025-09-27 22:14:27,2025-10-04 22:14:27,Returned
TRX-000640,ADM-005,STD-097,2025-05-30 22:14:27,2025-06-06 22:14:27,Returned
TRX-000641,ADM-002,STD-015,2024-12-24 22:14:27,2024-12-31 22:14:27,Returned
TRX-000642,ADM-003,STD-036,2025-05-08 22:14:27,2025-05-15 22:14:27,Returned
TRX-000643,ADM-004,STD-057,2025-01-20 22:14:27,2025-01-27 22:14:27,Returned
TRX-000644,ADM-005,STD-023,2025-03-26 22:14:27,2025-04-02 22:14:27,Returned
TRX-000645,ADM-005,STD-049,2025-03-12 22:14:27,2025-03-19 22:14:27,Returned
TRX-000646,ADM-005,STD-086,2025-07-01 22:14:27,2025-07-08 22:14:27,Returned
TRX-000647,ADM-004,STD-044,2025-11-06 22:14:27,2025-11-13 22:14:27,Returned
TRX-000648,ADM-003,STD-029,2025-06-17 22:14:27,2025-06-24 22:14:27,Returned
TRX-000649,ADM-003,STD-078,2025-07-17 22:14:27,2025-07-24 22:14:27,Returned
TRX-000650,ADM-002,STD-025,2025-03-15 22:14:27,2025-03-22 22:14:27,Returned
TRX-000651,ADM-001,STD-080,2025-03-29 22:14:27,2025-04-05 22:14:27,Returned
TRX-000652,ADM-004,STD-091,2025-08-13 22:14:27,2025-08-20 22:14:27,Returned
TRX-000653,ADM-003,STD-051,2025-04-22 22:14:27,2025-04-29 22:14:27,Returned
TRX-000654,ADM-001,STD-085,2025-08-10 22:14:27,2025-08-17 22:14:27,Returned
TRX-000655,ADM-001,STD-076,2025-07-05 22:14:27,2025-07-12 22:14:27,Returned
TRX-000656,ADM-005,STD-075,2025-04-15 22:14:27,2025-04-22 22:14:27,Returned
TRX-000657,ADM-001,STD-074,2025-02-14 22:14:27,2025-02-21 22:14:27,Returned
TRX-000658,ADM-001,STD-076,2025-03-27 22:14:27,2025-04-03 22:14:27,Returned
TRX-000659,ADM-005,STD-086,2025-08-11 22:14:27,2025-08-18 22:14:27,Returned
TRX-000660,ADM-002,STD-049,2025-08-26 22:14:27,2025-09-02 22:14:27,Returned
TRX-000661,ADM-001,STD-006,2025-03-06 22:14:27,2025-03-13 22:14:27,Returned
TRX-000662,ADM-001,STD-099,2025-10-15 22:14:27,2025-10-22 22:14:27,Returned
TRX-000663,ADM-002,STD-002,2025-11-21 22:14:27,2025-11-28 22:14:27,Returned
TRX-000664,ADM-005,STD-007,2024-12-02 22:14:27,2024-12-09 22:14:27,Returned
TRX-000665,ADM-003,STD-071,2025-05-14 22:14:27,2025-05-21 22:14:27,Returned
TRX-000666,ADM-002,STD-100,2025-03-01 22:14:27,2025-03-08 22:14:27,Returned
TRX-000667,ADM-004,STD-018,2025-09-09 22:14:27,2025-09-16 22:14:27,Returned
TRX-000668,ADM-003,STD-072,2025-03-26 22:14:27,2025-04-02 22:14:27,Returned
TRX-000669,ADM-001,STD-097,2025-05-23 22:14:27,2025-05-30 22:14:27,Returned
TRX-000670,ADM-003,STD-038,2025-02-05 22:14:27,2025-02-12 22:14:27,Returned
TRX-000671,ADM-002,STD-095,2025-06-29 22:14:27,2025-07-06 22:14:27,Returned
TRX-000672,ADM-003,STD-004,2025-01-26 22:14:27,2025-02-02 22:14:27,Returned
TRX-000673,ADM-003,STD-034,2025-03-26 22:14:27,2025-04-02 22:14:27,Returned
TRX-000674,ADM-002,STD-095,2025-06-02 22:14:27,2025-06-09 22:14:27,Returned
TRX-000675,ADM-001,STD-069,2025-11-20 22:14:27,2025-11-27 22:14:27,Returned
TRX-000676,ADM-004,STD-016,2025-11-09 22:14:27,2025-11-16 22:14:27,Returned
TRX-000677,ADM-004,STD-099,2025-08-23 22:14:27,2025-08-30 22:14:27,Returned
TRX-000678,ADM-004,STD-050,2025-10-16 22:14:27,2025-10-23 22:14:27,Returned
TRX-000679,ADM-003,STD-054,2025-03-18 22:14:27,2025-03-25 22:14:27,Returned
TRX-000680,ADM-004,STD-098,2024-12-10 22:14:27,2024-12-17 22:14:27,Returned
TRX-000681,ADM-004,STD-091,2025-01-20 22:14:27,2025-01-27 22:14:27,Returned
TRX-000682,ADM-005,STD-068,2025-03-03 22:14:27,2025-03-10 22:14:27,Returned
TRX-000683,ADM-002,STD-020,2025-11-14 22:14:27,2025-11-21 22:14:27,Returned
TRX-000684,ADM-003,STD-026,2025-08-04 22:14:27,2025-08-11 22:14:27,Returned
TRX-000685,ADM-005,STD-088,2024-12-25 22:14:27,2025-01-01 22:14:27,Returned
TRX-000686,ADM-004,STD-088,2025-08-04 22:14:27,2025-08-11 22:14:27,Returned
TRX-000687,ADM-002,STD-068,2025-01-02 22:14:27,2025-01-09 22:14:27,Returned
TRX-000688,ADM-002,STD-066,2024-12-16 22:14:27,2024-12-23 22:14:27,Returned
TRX-000689,ADM-005,STD-091,2025-09-25 22:14:27,2025-10-02 22:14:27,Returned
TRX-000690,ADM-005,STD-017,2025-04-28 22:14:27,2025-05-05 22:14:27,Returned
TRX-000691,ADM-001,STD-011,2025-01-04 22:14:27,2025-01-11 22:14:27,Returned
TRX-000692,ADM-004,STD-005,2025-07-15 22:14:27,2025-07-22 22:14:27,Returned
TRX-000693,ADM-005,STD-047,2025-04-06 22:14:27,2025-04-13 22:14:27,Returned
TRX-000694,ADM-004,STD-010,2025-11-22 22:14:27,2025-11-29 22:14:27,Returned
TRX-000695,ADM-003,STD-038,2025-01-24 22:14:27,2025-01-31 22:14:27,Returned
TRX-000696,ADM-005,STD-078,2025-11-23 22:14:27,2025-11-30 22:14:27,Returned
TRX-000697,ADM-002,STD-017,2025-02-24 22:14:27,2025-03-03 22:14:27,Returned
TRX-000698,ADM-005,STD-095,2024-12-27 22:14:27,2025-01-03 22:14:27,Returned
TRX-000699,ADM-005,STD-074,2025-05-21 22:14:27,2025-05-28 22:14:27,Returned
TRX-000700,ADM-002,STD-068,2025-09-06 22:14:27,2025-09-13 22:14:27,Returned
TRX-000701,ADM-005,STD-007,2025-03-26 22:14:27,2025-04-02 22:14:27,Returned
TRX-000702,ADM-001,STD-003,2025-11-08 22:14:27,2025-11-15 22:14:27,Returned
TRX-000703,ADM-004,STD-043,2025-07-19 22:14:27,2025-07-26 22:14:27,Returned
TRX-000704,ADM-004,STD-090,2025-08-04 22:14:27,2025-08-11 22:14:27,Returned
TRX-000705,ADM-002,STD-024,2025-03-03 22:14:27,2025-03-10 22:14:27,Returned
TRX-000706,ADM-001,STD-040,2025-04-13 22:14:27,2025-04-20 22:14:27,Returned
TRX-000707,ADM-001,STD-071,2025-09-27 22:14:27,2025-10-04 22:14:27,Returned
TRX-000708,ADM-005,STD-099,2025-07-21 22:14:27,2025-07-28 22:14:27,Returned
TRX-000709,ADM-001,STD-092,2024-12-08 22:14:27,2024-12-15 22:14:27,Returned
TRX-000710,ADM-002,STD-062,2024-12-22 22:14:27,2024-12-29 22:14:27,Returned
TRX-000711,ADM-003,STD-046,2025-05-17 22:14:27,2025-05-24 22:14:27,Returned
TRX-000712,ADM-001,STD-026,2025-08-21 22:14:27,2025-08-28 22:14:27,Returned
TRX-000713,ADM-003,STD-078,2025-03-08 22:14:27,2025-03-15 22:14:27,Returned
TRX-000714,ADM-001,STD-092,2025-08-09 22:14:27,2025-08-16 22:14:27,Returned
TRX-000715,ADM-001,STD-005,2025-10-24 22:14:27,2025-10-31 22:14:27,Returned
TRX-000716,ADM-003,STD-024,2025-10-19 22:14:27,2025-10-26 22:14:27,Returned
TRX-000717,ADM-001,STD-011,2025-03-13 22:14:27,2025-03-20 22:14:27,Returned
TRX-000718,ADM-004,STD-094,2025-08-04 22:14:27,2025-08-11 22:14:27,Returned
TRX-000719,ADM-003,STD-018,2025-02-09 22:14:27,2025-02-16 22:14:27,Returned
TRX-000720,ADM-003,STD-045,2025-02-09 22:14:27,2025-02-16 22:14:27,Returned
TRX-000721,ADM-005,STD-002,2025-03-11 22:14:27,2025-03-18 22:14:27,Returned
TRX-000722,ADM-001,STD-003,2025-06-29 22:14:27,2025-07-06 22:14:27,Returned
TRX-000723,ADM-003,STD-077,2025-05-20 22:14:27,2025-05-27 22:14:27,Returned
TRX-000724,ADM-002,STD-046,2025-09-21 22:14:27,2025-09-28 22:14:27,Returned
TRX-000725,ADM-001,STD-031,2025-07-10 22:14:27,2025-07-17 22:14:27,Returned
TRX-000726,ADM-004,STD-051,2025-11-04 22:14:27,2025-11-11 22:14:27,Returned
TRX-000727,ADM-003,STD-043,2025-10-25 22:14:27,2025-11-01 22:14:27,Returned
TRX-000728,ADM-005,STD-054,2024-12-21 22:14:27,2024-12-28 22:14:27,Returned
TRX-000729,ADM-002,STD-025,2025-03-27 22:14:27,2025-04-03 22:14:27,Returned
TRX-000730,ADM-004,STD-084,2025-06-12 22:14:27,2025-06-19 22:14:27,Returned
TRX-000731,ADM-002,STD-017,2025-11-11 22:14:27,2025-11-18 22:14:27,Returned
TRX-000732,ADM-002,STD-074,2025-03-07 22:14:27,2025-03-14 22:14:27,Returned
TRX-000733,ADM-005,STD-016,2025-11-23 22:14:27,2025-11-30 22:14:27,Returned
TRX-000734,ADM-003,STD-081,2025-09-19 22:14:27,2025-09-26 22:14:27,Returned
TRX-000735,ADM-002,STD-028,2025-11-09 22:14:27,2025-11-16 22:14:27,Returned
TRX-000736,ADM-002,STD-022,2025-01-18 22:14:27,2025-01-25 22:14:27,Returned
TRX-000737,ADM-003,STD-078,2025-08-04 22:14:27,2025-08-11 22:14:27,Returned
TRX-000738,ADM-005,STD-033,2025-02-24 22:14:27,2025-03-03 22:14:27,Returned
TRX-000739,ADM-004,STD-097,2025-05-07 22:14:27,2025-05-14 22:14:27,Returned
TRX-000740,ADM-004,STD-010,2025-08-14 22:14:27,2025-08-21 22:14:27,Returned
TRX-000741,ADM-002,STD-016,2025-10-04 22:14:27,2025-10-11 22:14:27,Returned
TRX-000742,ADM-002,STD-087,2025-08-24 22:14:27,2025-08-31 22:14:27,Returned
TRX-000743,ADM-003,STD-064,2025-10-14 22:14:27,2025-10-21 22:14:27,Returned
TRX-000744,ADM-005,STD-043,2025-07-27 22:14:27,2025-08-03 22:14:27,Returned
TRX-000745,ADM-005,STD-084,2025-01-31 22:14:27,2025-02-07 22:14:27,Returned
TRX-000746,ADM-003,STD-030,2025-11-10 22:14:27,2025-11-17 22:14:27,Returned
TRX-000747,ADM-004,STD-079,2025-03-21 22:14:27,2025-03-28 22:14:27,Returned
TRX-000748,ADM-004,STD-012,2025-10-12 22:14:27,2025-10-19 22:14:27,Returned
TRX-000749,ADM-002,STD-045,2025-06-24 22:14:27,2025-07-01 22:14:27,Returned
TRX-000750,ADM-002,STD-079,2024-12-25 22:14:27,2025-01-01 22:14:27,Returned
TRX-000751,ADM-004,STD-094,2024-12-06 22:14:27,2024-12-13 22:14:27,Returned
TRX-000752,ADM-003,STD-013,2024-12-30 22:14:27,2025-01-06 22:14:27,Returned
TRX-000753,ADM-001,STD-010,2025-09-22 22:14:27,2025-09-29 22:14:27,Returned
TRX-000754,ADM-003,STD-036,2025-03-19 22:14:27,2025-03-26 22:14:27,Returned
TRX-000755,ADM-003,STD-031,2025-07-21 22:14:27,2025-07-28 22:14:27,Returned
TRX-000756,ADM-004,STD-035,2025-09-28 22:14:27,2025-10-05 22:14:27,Returned
TRX-000757,ADM-005,STD-053,2025-05-29 22:14:27,2025-06-05 22:14:27,Returned
TRX-000758,ADM-004,STD-081,2025-08-30 22:14:27,2025-09-06 22:14:27,Returned
TRX-000759,ADM-004,STD-090,2025-03-30 22:14:27,2025-04-06 22:14:27,Returned
TRX-000760,ADM-003,STD-100,2025-05-01 22:14:27,2025-05-08 22:14:27,Returned
TRX-000761,ADM-005,STD-039,2025-08-09 22:14:27,2025-08-16 22:14:27,Returned
TRX-000762,ADM-004,STD-014,2025-03-30 22:14:27,2025-04-06 22:14:27,Returned
TRX-000763,ADM-005,STD-049,2025-09-06 22:14:27,2025-09-13 22:14:27,Returned
TRX-000764,ADM-001,STD-031,2025-06-28 22:14:27,2025-07-05 22:14:27,Returned
TRX-000765,ADM-002,STD-017,2025-03-06 22:14:27,2025-03-13 22:14:27,Returned
TRX-000766,ADM-002,STD-059,2025-07-22 22:14:27,2025-07-29 22:14:27,Returned
TRX-000767,ADM-005,STD-019,2025-03-08 22:14:27,2025-03-15 22:14:27,Returned
TRX-000768,ADM-001,STD-087,2025-09-19 22:14:27,2025-09-26 22:14:27,Returned
TRX-000769,ADM-005,STD-066,2025-01-14 22:14:27,2025-01-21 22:14:27,Returned
TRX-000770,ADM-005,STD-083,2025-03-18 22:14:27,2025-03-25 22:14:27,Returned
TRX-000771,ADM-002,STD-054,2024-12-19 22:14:27,2024-12-26 22:14:27,Returned
TRX-000772,ADM-002,STD-007,2025-05-14 22:14:27,2025-05-21 22:14:27,Returned
TRX-000773,ADM-003,STD-039,2025-09-06 22:14:27,2025-09-13 22:14:27,Returned
TRX-000774,ADM-001,STD-072,2025-08-28 22:14:27,2025-09-04 22:14:27,Returned
TRX-000775,ADM-005,STD-002,2025-01-07 22:14:27,2025-01-14 22:14:27,Returned
TRX-000776,ADM-005,STD-033,2025-10-24 22:14:27,2025-10-31 22:14:27,Returned
TRX-000777,ADM-005,STD-045,2025-05-25 22:14:27,2025-06-01 22:14:27,Returned
TRX-000778,ADM-004,STD-079,2025-01-24 22:14:27,2025-01-31 22:14:27,Returned
TRX-000779,ADM-004,STD-073,2025-07-12 22:14:27,2025-07-19 22:14:27,Returned
TRX-000780,ADM-002,STD-070,2025-10-19 22:14:27,2025-10-26 22:14:27,Returned
TRX-000781,ADM-004,STD-062,2024-12-12 22:14:27,2024-12-19 22:14:27,Borrowed
TRX-000782,ADM-001,STD-027,2025-09-03 22:14:27,2025-09-10 22:14:27,Returned
TRX-000783,ADM-003,STD-049,2025-09-16 22:14:27,2025-09-23 22:14:27,Returned
TRX-000784,ADM-005,STD-024,2024-12-25 22:14:27,2025-01-01 22:14:27,Returned
TRX-000785,ADM-001,STD-084,2025-09-30 22:14:27,2025-10-07 22:14:27,Returned
TRX-000786,ADM-001,STD-086,2025-06-04 22:14:27,2025-06-11 22:14:27,Returned
TRX-000787,ADM-002,STD-089,2025-04-25 22:14:27,2025-05-02 22:14:27,Returned
TRX-000788,ADM-001,STD-009,2025-05-18 22:14:27,2025-05-25 22:14:27,Returned
TRX-000789,ADM-001,STD-021,2025-09-19 22:14:27,2025-09-26 22:14:27,Returned
TRX-000790,ADM-003,STD-059,2025-07-06 22:14:27,2025-07-13 22:14:27,Returned
TRX-000791,ADM-002,STD-016,2025-03-08 22:14:27,2025-03-15 22:14:27,Returned
TRX-000792,ADM-003,STD-052,2025-11-02 22:14:27,2025-11-09 22:14:27,Returned
TRX-000793,ADM-001,STD-094,2025-05-12 22:14:27,2025-05-19 22:14:27,Returned
TRX-000794,ADM-003,STD-014,2025-05-01 22:14:27,2025-05-08 22:14:27,Returned
TRX-000795,ADM-003,STD-073,2025-08-14 22:14:27,2025-08-21 22:14:27,Returned
TRX-000796,ADM-001,STD-048,2025-03-06 22:14:27,2025-03-13 22:14:27,Returned
TRX-000797,ADM-002,STD-037,2024-12-16 22:14:27,2024-12-23 22:14:27,Returned
TRX-000798,ADM-003,STD-042,2024-12-24 22:14:27,2024-12-31 22:14:27,Returned
TRX-000799,ADM-001,STD-069,2025-01-04 22:14:27,2025-01-11 22:14:27,Returned
TRX-000800,ADM-004,STD-095,2025-03-09 22:14:27,2025-03-16 22:14:27,Returned
TRX-000801,ADM-002,STD-071,2025-08-11 22:14:27,2025-08-18 22:14:27,Returned
TRX-000802,ADM-003,STD-022,2025-08-13 22:14:27,2025-08-20 22:14:27,Returned
TRX-000803,ADM-001,STD-007,2025-03-31 22:14:27,2025-04-07 22:14:27,Returned
TRX-000804,ADM-004,STD-068,2024-12-03 22:14:27,2024-12-10 22:14:27,Returned
TRX-000805,ADM-003,STD-100,2025-04-08 22:14:27,2025-04-15 22:14:27,Returned
TRX-000806,ADM-003,STD-085,2025-04-22 22:14:27,2025-04-29 22:14:27,Returned
TRX-000807,ADM-002,STD-058,2025-01-11 22:14:27,2025-01-18 22:14:27,Returned
TRX-000808,ADM-005,STD-076,2025-09-17 22:14:27,2025-09-24 22:14:27,Returned
TRX-000809,ADM-001,STD-047,2025-03-09 22:14:27,2025-03-16 22:14:27,Returned
TRX-000810,ADM-001,STD-008,2025-06-17 22:14:27,2025-06-24 22:14:27,Returned
TRX-000811,ADM-002,STD-077,2025-11-17 22:14:27,2025-11-24 22:14:27,Returned
TRX-000812,ADM-001,STD-078,2025-09-13 22:14:27,2025-09-20 22:14:27,Returned
TRX-000813,ADM-005,STD-055,2025-10-30 22:14:27,2025-11-06 22:14:27,Returned
TRX-000814,ADM-003,STD-045,2025-02-01 22:14:27,2025-02-08 22:14:27,Returned
TRX-000815,ADM-002,STD-067,2025-01-16 22:14:27,2025-01-23 22:14:27,Returned
TRX-000816,ADM-001,STD-080,2025-04-29 22:14:27,2025-05-06 22:14:27,Returned
TRX-000817,ADM-002,STD-053,2024-12-16 22:14:27,2024-12-23 22:14:27,Returned
TRX-000818,ADM-003,STD-054,2025-01-23 22:14:27,2025-01-30 22:14:27,Returned
TRX-000819,ADM-004,STD-030,2025-09-25 22:14:27,2025-10-02 22:14:27,Returned
TRX-000820,ADM-003,STD-041,2025-06-21 22:14:27,2025-06-28 22:14:27,Returned
TRX-000821,ADM-003,STD-050,2025-04-26 22:14:27,2025-05-03 22:14:27,Returned
TRX-000822,ADM-003,STD-007,2024-12-19 22:14:27,2024-12-26 22:14:27,Returned
TRX-000823,ADM-002,STD-063,2025-11-25 22:14:27,2025-12-02 22:14:27,Returned
TRX-000824,ADM-003,STD-098,2024-12-30 22:14:27,2025-01-06 22:14:27,Returned
TRX-000825,ADM-004,STD-044,2025-04-18 22:14:27,2025-04-25 22:14:27,Returned
TRX-000826,ADM-005,STD-090,2025-01-16 22:14:27,2025-01-23 22:14:27,Returned
TRX-000827,ADM-003,STD-053,2024-12-26 22:14:27,2025-01-02 22:14:27,Returned
TRX-000828,ADM-005,STD-038,2025-06-17 22:14:27,2025-06-24 22:14:27,Returned
TRX-000829,ADM-002,STD-032,2025-03-25 22:14:27,2025-04-01 22:14:27,Returned
TRX-000830,ADM-001,STD-017,2025-01-26 22:14:27,2025-02-02 22:14:27,Returned
TRX-000831,ADM-002,STD-086,2025-06-03 22:14:27,2025-06-10 22:14:27,Returned
TRX-000832,ADM-003,STD-091,2025-06-26 22:14:27,2025-07-03 22:14:27,Returned
TRX-000833,ADM-002,STD-012,2025-11-02 22:14:27,2025-11-09 22:14:27,Returned
TRX-000834,ADM-002,STD-060,2025-04-01 22:14:27,2025-04-08 22:14:27,Returned
TRX-000835,ADM-001,STD-042,2025-02-25 22:14:27,2025-03-04 22:14:27,Returned
TRX-000836,ADM-004,STD-073,2025-04-09 22:14:27,2025-04-16 22:14:27,Returned
TRX-000837,ADM-005,STD-048,2025-02-16 22:14:27,2025-02-23 22:14:27,Returned
TRX-000838,ADM-002,STD-041,2025-01-08 22:14:27,2025-01-15 22:14:27,Returned
TRX-000839,ADM-003,STD-055,2025-06-13 22:14:27,2025-06-20 22:14:27,Returned
TRX-000840,ADM-001,STD-050,2025-08-01 22:14:27,2025-08-08 22:14:27,Returned
TRX-000841,ADM-005,STD-097,2024-12-24 22:14:27,2024-12-31 22:14:27,Returned
TRX-000842,ADM-002,STD-049,2024-12-30 22:14:27,2025-01-06 22:14:27,Returned
TRX-000843,ADM-005,STD-037,2025-04-21 22:14:27,2025-04-28 22:14:27,Returned
TRX-000844,ADM-003,STD-060,2025-05-14 22:14:27,2025-05-21 22:14:27,Returned
TRX-000845,ADM-005,STD-034,2025-10-26 22:14:27,2025-11-02 22:14:27,Returned
TRX-000846,ADM-003,STD-070,2025-03-01 22:14:27,2025-03-08 22:14:27,Returned
TRX-000847,ADM-002,STD-029,2025-03-09 22:14:27,2025-03-16 22:14:27,Returned
TRX-000848,ADM-004,STD-063,2025-02-04 22:14:27,2025-02-11 22:14:27,Returned
TRX-000849,ADM-005,STD-005,2025-07-26 22:14:27,2025-08-02 22:14:27,Returned
TRX-000850,ADM-001,STD-051,2025-02-17 22:14:27,2025-02-24 22:14:27,Returned
TRX-000851,ADM-002,STD-063,2025-06-21 22:14:27,2025-06-28 22:14:27,Returned
TRX-000852,ADM-002,STD-092,2025-05-04 22:14:27,2025-05-11 22:14:27,Returned
TRX-000853,ADM-004,STD-065,2025-06-25 22:14:27,2025-07-02 22:14:27,Returned
TRX-000854,ADM-005,STD-082,2025-03-26 22:14:27,2025-04-02 22:14:27,Returned
TRX-000855,ADM-004,STD-048,2024-12-18 22:14:27,2024-12-25 22:14:27,Returned
TRX-000856,ADM-001,STD-098,2025-07-06 22:14:27,2025-07-13 22:14:27,Returned
TRX-000857,ADM-002,STD-091,2025-01-28 22:14:27,2025-02-04 22:14:27,Returned
TRX-000858,ADM-002,STD-012,2025-06-05 22:14:27,2025-06-12 22:14:27,Returned
TRX-000859,ADM-005,STD-036,2025-05-20 22:14:27,2025-05-27 22:14:27,Returned
TRX-000860,ADM-002,STD-070,2025-08-10 22:14:27,2025-08-17 22:14:27,Returned
TRX-000861,ADM-005,STD-060,2025-11-06 22:14:27,2025-11-13 22:14:27,Returned
TRX-000862,ADM-004,STD-004,2025-03-27 22:14:27,2025-04-03 22:14:27,Returned
TRX-000863,ADM-002,STD-080,2025-11-12 22:14:27,2025-11-19 22:14:27,Returned
TRX-000864,ADM-001,STD-022,2025-03-24 22:14:27,2025-03-31 22:14:27,Returned
TRX-000865,ADM-003,STD-097,2025-03-08 22:14:27,2025-03-15 22:14:27,Returned
TRX-000866,ADM-004,STD-089,2025-07-26 22:14:27,2025-08-02 22:14:27,Returned
TRX-000867,ADM-005,STD-085,2025-07-20 22:14:27,2025-07-27 22:14:27,Returned
TRX-000868,ADM-002,STD-051,2024-12-07 22:14:27,2024-12-14 22:14:27,Returned
TRX-000869,ADM-004,STD-024,2025-09-14 22:14:27,2025-09-21 22:14:27,Returned
TRX-000870,ADM-002,STD-022,2025-03-27 22:14:27,2025-04-03 22:14:27,Returned
TRX-000871,ADM-004,STD-090,2025-09-29 22:14:27,2025-10-06 22:14:27,Returned
TRX-000872,ADM-004,STD-053,2025-04-19 22:14:27,2025-04-26 22:14:27,Returned
