id,masterId,code,condition,status,createdAt
BI-01482,BM-0099,INV-001482,Poor,Available,2023-08-20 22:14:27
BI-01483,BM-0483,INV-001483,Good,Available,2024-02-20 22:14:27
BI-01484,BM-0337,INV-001484,Poor,Available,2023-03-12 22:14:27
BI-01485,BM-0482,INV-001485,Good,Available,2025-05-09 22:14:27
BI-01486,BM-0197,INV-001486,Good,Available,2023-03-22 22:14:27
BI-01487,BM-0413,INV-001487,Poor,Available,2023-05-05 22:14:27
BI-01488,BM-0522,INV-001488,New,Available,2024-11-18 22:14:27
BI-01489,BM-0121,INV-001489,New,Available,2024-02-03 22:14:27
BI-01490,BM-0808,INV-001490,Fair,Available,2024-05-27 22:14:27
BI-01491,BM-0382,INV-001491,New,Available,2025-05-20 22:14:27
BI-01492,BM-0042,INV-001492,Poor,Available,2025-05-29 22:14:27
BI-01493,BM-0062,INV-001493,Fair,Available,2025-04-10 22:14:27
BI-01494,BM-0976,INV-001494,Good,Available,2025-03-24 22:14:27
BI-01495,BM-0573,INV-001495,Fair,Available,2024-07-30 22:14:27
BI-01496,BM-0914,INV-001496,New,Available,2025-02-09 22:14:27
BI-01497,BM-0562,INV-001497,Good,Available,2024-04-03 22:14:27
BI-01498,BM-0355,INV-001498,New,Available,2023-11-24 22:14:27
BI-01499,BM-0362,INV-001499,New,Available,2024-11-10 22:14:27
BI-01500,BM-0340,INV-001500,Fair,Available,2024-12-30 22:14:27
BI-01501,BM-0273,INV-001501,Good,Available,2024-08-21 22:14:27
BI-01502,BM-0678,INV-001502,Poor,Available,2025-03-17 22:14:27
BI-01503,BM-0614,INV-001503,Good,Available,2024-02-19 22:14:27
BI-01504,BM-0638,INV-001504,Poor,Available,2023-03-13 22:14:27
BI-01505,BM-0452,INV-001505,Fair,Available,2023-12-25 22:14:27
BI-01506,BM-0785,INV-001506,Poor,Available,2023-05-27 22:14:27
BI-01507,BM-0246,INV-001507,Poor,Available,2025-07-26 22:14:27
BI-01508,BM-0305,INV-001508,New,Available,2024-10-18 22:14:27
BI-01509,BM-0177,INV-001509,Good,Available,2024-09-09 22:14:27
BI-01510,BM-0463,INV-001510,Good,Available,2024-03-06 22:14:27
BI-01511,BM-0159,INV-001511,Good,Available,2025-02-11 22:14:27
BI-01512,BM-0714,INV-001512,New,Available,2023-11-05 22:14:27
BI-01513,BM-0247,INV-001513,New,Available,2025-03-28 22:14:27
BI-01514,BM-0422,INV-001514,New,Available,2025-06-06 22:14:27
BI-01515,BM-0736,INV-001515,Good,Available,2023-05-03 22:14:27
BI-01516,BM-0743,INV-001516,Fair,Available,2023-08-13 22:14:27
BI-01517,BM-0292,INV-001517,New,Available,2025-02-11 22:14:27
BI-01518,BM-0633,INV-001518,New,Available,2023-06-22 22:14:27
BI-01519,BM-0565,INV-001519,Fair,Available,2024-08-22 22:14:27
BI-01520,BM-0677,INV-001520,Good,Available,2024-09-11 22:14:27
BI-01521,BM-0912,INV-001521,Fair,Available,2023-04-05 22:14:27
BI-01522,BM-0890,INV-001522,Fair,Available,2023-03-26 22:14:27
BI-01523,BM-0616,INV-001523,Poor,Available,2025-08-16 22:14:27
BI-01524,BM-0688,INV-001524,Poor,Available,2024-08-06 22:14:27
BI-01525,BM-0105,INV-001525,Good,Available,2024-05-17 22:14:27
BI-01526,BM-0862,INV-001526,Fair,Available,2023-11-05 22:14:27
BI-01527,BM-1000,INV-001527,Fair,Available,2023-12-26 22:14:27
BI-01528,BM-0100,INV-001528,New,Available,2024-03-22 22:14:27
BI-01529,BM-0722,INV-001529,Poor,Available,2024-09-04 22:14:27
BI-01530,BM-0786,INV-001530,Fair,Available,2023-03-30 22:14:27
BI-01531,BM-0700,INV-001531,Fair,Available,2023-12-17 22:14:27
BI-01532,BM-0850,INV-001532,Poor,Available,2024-08-27 22:14:27
BI-01533,BM-0508,INV-001533,Poor,Available,2023-09-15 22:14:27
BI-01534,BM-0393,INV-001534,New,Available,2024-11-28 22:14:27
BI-01535,BM-0129,INV-001535,New,Available,2023-03-29 22:14:27
BI-01536,BM-0298,INV-001536,Good,Available,2023-11-04 22:14:27
BI-01537,BM-0445,INV-001537,Good,Available,2023-05-20 22:14:27
BI-01538,BM-0012,INV-001538,New,Available,2024-06-09 22:14:27
BI-01539,BM-0733,INV-001539,Poor,Available,2023-12-13 22:14:27
BI-01540,BM-0434,INV-001540,Good,Available,2023-03-26 22:14:27
BI-01541,BM-0177,INV-001541,Fair,Available,2025-08-05 22:14:27
BI-01542,BM-0141,INV-001542,New,Available,2023-08-15 22:14:27
BI-01543,BM-0209,INV-001543,New,Available,2024-11-10 22:14:27
BI-01544,BM-0760,INV-001544,Good,Available,2023-03-31 22:14:27
BI-01545,BM-0589,INV-001545,Fair,Available,2024-06-13 22:14:27
BI-01546,BM-0252,INV-001546,Poor,Available,2023-11-29 22:14:27
BI-01547,BM-0461,INV-001547,Good,Available,2024-09-05 22:14:27
BI-01548,BM-0476,INV-001548,Good,Available,2024-04-08 22:14:27
BI-01549,BM-0216,INV-001549,Fair,Available,2024-04-05 22:14:27
BI-01550,BM-0748,INV-001550,Poor,Available,2024-08-08 22:14:27
BI-01551,BM-0302,INV-001551,Poor,Available,2023-04-10 22:14:27
BI-01552,BM-0484,INV-001552,Poor,Available,2024-03-06 22:14:27
BI-01553,BM-0701,INV-001553,New,Available,2023-08-03 22:14:27
BI-01554,BM-0338,INV-001554,New,Available,2024-11-21 22:14:27
BI-01555,BM-0091,INV-001555,Good,Available,2023-04-20 22:14:27
BI-01556,BM-0014,INV-001556,New,Available,2024-04-13 22:14:27
BI-01557,BM-0675,INV-001557,Good,Available,2025-03-14 22:14:27
BI-01558,BM-0147,INV-001558,Fair,Available,2024-01-30 22:14:27
BI-01559,BM-0138,INV-001559,Fair,Available,2025-07-02 22:14:27
BI-01560,BM-0535,INV-001560,Fair,Available,2025-01-18 22:14:27
BI-01561,BM-0451,INV-001561,Good,Available,2025-05-20 22:14:27
BI-01562,BM-0911,INV-001562,Good,Available,2023-04-23 22:14:27
BI-01563,BM-0278,INV-001563,Good,Available,2023-08-12 22:14:27
BI-01564,BM-0098,INV-001564,Poor,Available,2024-05-23 22:14:27
BI-01565,BM-0037,INV-001565,Poor,Available,2024-11-29 22:14:27
BI-01566,BM-0487,INV-001566,Poor,Available,2023-11-17 22:14:27
BI-01567,BM-0466,INV-001567,Good,Available,2024-12-24 22:14:27
BI-01568,BM-0985,INV-001568,Poor,Available,2024-12-06 22:14:27
BI-01569,BM-0334,INV-001569,New,Available,2024-02-13 22:14:27
BI-01570,BM-0009,INV-001570,Fair,Available,2024-05-30 22:14:27
BI-01571,BM-0113,INV-001571,Poor,Available,2025-07-22 22:14:27
BI-01572,BM-0525,INV-001572,Fair,Available,2025-08-21 22:14:27
BI-01573,BM-0497,INV-001573,New,Available,2024-05-29 22:14:27
BI-01574,BM-0071,INV-001574,Good,Available,2023-05-15 22:14:27
BI-01575,BM-0412,INV-001575,Poor,Available,2024-04-22 22:14:27
BI-01576,BM-0210,INV-001576,Fair,Available,2024-10-23 22:14:27
BI-01577,BM-0470,INV-001577,Fair,Available,2024-09-02 22:14:27
BI-01578,BM-0522,INV-001578,Good,Available,2025-04-26 22:14:27
BI-01579,BM-0133,INV-001579,Fair,Available,2024-10-28 22:14:27
BI-01580,BM-0306,INV-001580,Good,Available,2025-02-23 22:14:27
BI-01581,BM-0523,INV-001581,Fair,Available,2023-07-02 22:14:27
BI-01582,BM-0844,INV-001582,Good,Available,2023-10-03 22:14:27
BI-01583,BM-0108,INV-001583,New,Available,2023-09-17 22:14:27
BI-01584,BM-0046,INV-001584,New,Available,2024-08-08 22:14:27
BI-01585,BM-0896,INV-001585,Poor,Available,2023-07-14 22:14:27
BI-01586,BM-0787,INV-001586,Poor,Available,2023-12-11 22:14:27
BI-01587,BM-0288,INV-001587,Poor,Available,2024-04-19 22:14:27
BI-01588,BM-0484,INV-001588,Fair,Available,2024-04-13 22:14:27
BI-01589,BM-0442,INV-001589,Fair,Available,2025-01-16 22:14:27
BI-01590,BM-0238,INV-001590,Fair,Available,2025-07-27 22:14:27
BI-01591,BM-0833,INV-001591,New,Available,2025-07-02 22:14:27
BI-01592,BM-0929,INV-001592,Fair,Available,2023-12-21 22:14:27
BI-01593,BM-0092,INV-001593,New,Available,2024-09-29 22:14:27
BI-01594,BM-0792,INV-001594,Poor,Available,2023-05-30 22:14:27
BI-01595,BM-0983,INV-001595,Fair,Available,2024-03-15 22:14:27
BI-01596,BM-0926,INV-001596,Fair,Available,2024-05-31 22:14:27
BI-01597,BM-0910,INV-001597,Fair,Available,2023-07-31 22:14:27
BI-01598,BM-0045,INV-001598,New,Available,2023-05-21 22:14:27
BI-01599,BM-0517,INV-001599,Fair,Available,2023-05-07 22:14:27
BI-01600,BM-0008,INV-001600,New,Available,2023-10-10 22:14:27
BI-01601,BM-0658,INV-001601,Fair,Available,2023-12-23 22:14:27
BI-01602,BM-0639,INV-001602,New,Available,2023-05-28 22:14:27
BI-01603,BM-0721,INV-001603,New,Available,2025-07-31 22:14:27
BI-01604,BM-0417,INV-001604,Poor,Available,2024-03-05 22:14:27
BI-01605,BM-0720,INV-001605,Poor,Available,2025-01-21 22:14:27
BI-01606,BM-0476,INV-001606,New,Available,2023-04-02 22:14:27
BI-01607,BM-0564,INV-001607,Good,Available,2023-06-11 22:14:27
BI-01608,BM-0202,INV-001608,Poor,Available,2024-09-25 22:14:27
BI-01609,BM-0600,INV-001609,Poor,Available,2025-01-16 22:14:27
BI-01610,BM-0751,INV-001610,Poor,Available,2024-01-24 22:14:27
BI-01611,BM-0239,INV-001611,Poor,Available,2023-06-26 22:14:27
BI-01612,BM-0599,INV-001612,Poor,Available,2024-12-26 22:14:27
BI-01613,BM-0068,INV-001613,New,Available,2023-12-17 22:14:27
BI-01614,BM-0917,INV-001614,Fair,Available,2023-08-27 22:14:27
BI-01615,BM-0485,INV-001615,Good,Available,2024-11-10 22:14:27
BI-01616,BM-0174,INV-001616,Fair,Available,2023-07-13 22:14:27
BI-01617,BM-0634,INV-001617,Fair,Available,2023-10-01 22:14:27
BI-01618,BM-0479,INV-001618,Fair,Available,2024-04-16 22:14:27
BI-01619,BM-0061,INV-001619,Good,Available,2023-06-18 22:14:27
BI-01620,BM-0971,INV-001620,Poor,Available,2025-05-16 22:14:27
BI-01621,BM-0668,INV-001621,New,Available,2025-07-22 22:14:27
BI-01622,BM-0570,INV-001622,Poor,Available,2023-09-16 22:14:27
BI-01623,BM-0627,INV-001623,Poor,Available,2024-02-09 22:14:27
BI-01624,BM-0480,INV-001624,New,Available,2023-05-01 22:14:27
BI-01625,BM-0673,INV-001625,Poor,Available,2025-07-08 22:14:27
BI-01626,BM-0994,INV-001626,Fair,Available,2023-03-15 22:14:27
BI-01627,BM-0075,INV-001627,New,Available,2024-12-20 22:14:27
BI-01628,BM-0021,INV-001628,Poor,Available,2025-03-02 22:14:27
BI-01629,BM-0133,INV-001629,Poor,Available,2023-07-02 22:14:27
BI-01630,BM-0597,INV-001630,Poor,Available,2024-05-22 22:14:27
BI-01631,BM-0488,INV-001631,Poor,Available,2024-03-20 22:14:27
BI-01632,BM-0533,INV-001632,Poor,Available,2023-11-29 22:14:27
BI-01633,BM-0223,INV-001633,Good,Available,2025-06-29 22:14:27
BI-01634,BM-0525,INV-001634,Poor,Available,2025-03-02 22:14:27
BI-01635,BM-0513,INV-001635,Poor,Available,2025-04-14 22:14:27
BI-01636,BM-0460,INV-001636,Fair,Available,2023-05-12 22:14:27
BI-01637,BM-0740,INV-001637,Fair,Available,2024-11-21 22:14:27
BI-01638,BM-0359,INV-001638,Good,Available,2023-06-30 22:14:27
BI-01639,BM-0517,INV-001639,Fair,Available,2025-08-15 22:14:27
BI-01640,BM-0865,INV-001640,New,Available,2025-02-05 22:14:27
BI-01641,BM-0645,INV-001641,Poor,Available,2024-09-06 22:14:27
BI-01642,BM-0022,INV-001642,New,Available,2024-06-29 22:14:27
BI-01643,BM-0380,INV-001643,Good,Available,2024-01-24 22:14:27
BI-01644,BM-0208,INV-001644,Fair,Available,2023-05-09 22:14:27
BI-01645,BM-0785,INV-001645,Fair,Available,2023-03-18 22:14:27
BI-01646,BM-0324,INV-001646,Good,Available,2023-12-09 22:14:27
BI-01647,BM-0549,INV-001647,New,Available,2025-06-26 22:14:27
BI-01648,BM-0825,INV-001648,Poor,Available,2024-07-21 22:14:27
BI-01649,BM-0089,INV-001649,Good,Available,2023-06-30 22:14:27
BI-01650,BM-0421,INV-001650,Poor,Available,2024-09-19 22:14:27
BI-01651,BM-0241,INV-001651,New,Available,2023-08-07 22:14:27
BI-01652,BM-0338,INV-001652,Good,Available,2024-07-19 22:14:27
BI-01653,BM-0740,INV-001653,Fair,Available,2024-08-26 22:14:27
BI-01654,BM-0123,INV-001654,Fair,Available,2024-09-19 22:14:27
BI-01655,BM-0472,INV-001655,Poor,Available,2023-03-12 22:14:27
BI-01656,BM-0261,INV-001656,Poor,Available,2024-01-22 22:14:27
BI-01657,BM-0045,INV-001657,Good,Available,2023-03-24 22:14:27
BI-01658,BM-0689,INV-001658,Good,Available,2023-06-06 22:14:27
BI-01659,BM-0900,INV-001659,Good,Available,2023-04-17 22:14:27
BI-01660,BM-0099,INV-001660,New,Available,2024-06-08 22:14:27
BI-01661,BM-0684,INV-001661,Poor,Available,2025-04-17 22:14:27
BI-01662,BM-0014,INV-001662,Fair,Available,2024-12-14 22:14:27
BI-01663,BM-0210,INV-001663,Fair,Available,2024-06-29 22:14:27
BI-01664,BM-0974,INV-001664,New,Available,2023-04-02 22:14:27
BI-01665,BM-0608,INV-001665,New,Available,2023-04-19 22:14:27
BI-01666,BM-0765,INV-001666,New,Available,2024-06-23 22:14:27
BI-01667,BM-0557,INV-001667,Good,Available,2024-08-13 22:14:27
BI-01668,BM-0094,INV-001668,Fair,Available,2023-06-20 22:14:27
BI-01669,BM-0454,INV-001669,New,Available,2025-03-21 22:14:27
BI-01670,BM-0882,INV-001670,Good,Available,2025-03-10 22:14:27
BI-01671,BM-0965,INV-001671,Good,Available,2023-08-14 22:14:27
BI-01672,BM-0646,INV-001672,New,Available,2024-06-17 22:14:27
BI-01673,BM-0055,INV-001673,Poor,Available,2024-08-30 22:14:27
BI-01674,BM-0756,INV-001674,Fair,Available,2023-10-14 22:14:27
BI-01675,BM-0109,INV-001675,Fair,Available,2023-10-08 22:14:27
BI-01676,BM-0680,INV-001676,Poor,Available,2023-03-23 22:14:27
BI-01677,BM-0493,INV-001677,Fair,Available,2023-04-05 22:14:27
BI-01678,BM-0558,INV-001678,New,Available,2025-01-16 22:14:27
BI-01679,BM-0748,INV-001679,Fair,Available,2023-09-10 22:14:27
BI-01680,BM-0384,INV-001680,Good,Available,2025-05-05 22:14:27
BI-01681,BM-0808,INV-001681,Good,Available,2025-01-16 22:14:27
BI-01682,BM-0983,INV-001682,Poor,Available,2024-08-14 22:14:27
BI-01683,BM-0808,INV-001683,Fair,Available,2023-07-13 22:14:27
BI-01684,BM-0710,INV-001684,Good,Available,2025-01-06 22:14:27
BI-01685,BM-0766,INV-001685,New,Available,2025-04-27 22:14:27
BI-01686,BM-0814,INV-001686,Fair,Available,2023-06-27 22:14:27
BI-01687,BM-0198,INV-001687,Good,Available,2024-04-03 22:14:27
BI-01688,BM-0866,INV-001688,Good,Available,2023-05-23 22:14:27
BI-01689,BM-0650,INV-001689,New,Available,2024-04-30 22:14:27
BI-01690,BM-0916,INV-001690,New,Available,2025-01-12 22:14:27
BI-01691,BM-0354,INV-001691,Good,Available,2024-05-22 22:14:27
BI-01692,BM-0041,INV-001692,Fair,Available,2025-07-19 22:14:27
BI-01693,BM-0063,INV-001693,New,Available,2025-08-21 22:14:27
BI-01694,BM-0849,INV-001694,Fair,Available,2023-12-20 22:14:27
BI-01695,BM-0786,INV-001695,Good,Available,2025-07-27 22:14:27
BI-01696,BM-0225,INV-001696,Fair,Available,2024-09-09 22:14:27
BI-01697,BM-0608,INV-001697,Fair,Available,2025-08-05 22:14:27
BI-01698,BM-0199,INV-001698,New,Available,2024-03-26 22:14:27
BI-01699,BM-0848,INV-001699,Poor,Available,2023-10-03 22:14:27
BI-01700,BM-0307,INV-001700,Good,Available,2024-07-11 22:14:27
BI-01701,BM-0516,INV-001701,Good,Available,2024-09-03 22:14:27
BI-01702,BM-0530,INV-001702,Good,Available,2024-08-03 22:14:27
BI-01703,BM-0726,INV-001703,New,Available,2023-05-10 22:14:27
BI-01704,BM-0974,INV-001704,Poor,Available,2024-04-14 22:14:27
BI-01705,BM-0068,INV-001705,Good,Available,2025-03-26 22:14:27
BI-01706,BM-0666,INV-001706,Fair,Available,2024-06-15 22:14:27
BI-01707,BM-0210,INV-001707,New,Available,2025-06-20 22:14:27
BI-01708,BM-0272,INV-001708,New,Available,2024-01-02 22:14:27
BI-01709,BM-0822,INV-001709,Good,Available,2024-07-17 22:14:27
BI-01710,BM-0450,INV-001710,Fair,Available,2025-04-18 22:14:27
BI-01711,BM-0913,INV-001711,Poor,Available,2025-05-16 22:14:27
BI-01712,BM-0543,INV-001712,Good,Available,2023-08-16 22:14:27
BI-01713,BM-0837,INV-001713,Good,Available,2023-07-18 22:14:27
BI-01714,BM-0001,INV-001714,New,Available,2024-08-12 22:14:27
BI-01715,BM-0706,INV-001715,Good,Available,2024-09-28 22:14:27
BI-01716,BM-0508,INV-001716,Good,Available,2025-07-21 22:14:27
BI-01717,BM-0436,INV-001717,Poor,Available,2023-06-05 22:14:27
BI-01718,BM-0456,INV-001718,Poor,Available,2025-08-22 22:14:27
BI-01719,BM-0679,INV-001719,Fair,Available,2025-02-03 22:14:27
BI-01720,BM-0862,INV-001720,New,Available,2024-06-04 22:14:27
BI-01721,BM-0866,INV-001721,Good,Available,2025-02-15 22:14:27
BI-01722,BM-0801,INV-001722,Fair,Available,2023-11-23 22:14:27
BI-01723,BM-0236,INV-001723,Good,Available,2025-06-20 22:14:27
BI-01724,BM-0421,INV-001724,Poor,Available,2023-08-03 22:14:27
BI-01725,BM-0355,INV-001725,Fair,Available,2025-01-26 22:14:27
BI-01726,BM-0044,INV-001726,Good,Available,2025-06-16 22:14:27
BI-01727,BM-0749,INV-001727,New,Available,2023-09-20 22:14:27
BI-01728,BM-0687,INV-001728,Good,Available,2024-12-04 22:14:27
BI-01729,BM-0835,INV-001729,Good,Available,2024-07-16 22:14:27
BI-01730,BM-0241,INV-001730,Poor,Available,2025-03-02 22:14:27
BI-01731,BM-0875,INV-001731,Good,Available,2024-09-20 22:14:27
BI-01732,BM-0778,INV-001732,Fair,Available,2024-11-23 22:14:27
BI-01733,BM-0466,INV-001733,Poor,Available,2023-07-09 22:14:27
BI-01734,BM-0885,INV-001734,Poor,Available,2025-04-09 22:14:27
BI-01735,BM-0739,INV-001735,New,Available,2024-09-18 22:14:27
BI-01736,BM-0550,INV-001736,New,Available,2023-11-29 22:14:27
BI-01737,BM-0571,INV-001737,Poor,Available,2024-03-23 22:14:27
BI-01738,BM-0898,INV-001738,Poor,Available,2023-10-19 22:14:27
BI-01739,BM-0235,INV-001739,Poor,Available,2024-03-02 22:14:27
BI-01740,BM-0259,INV-001740,Fair,Available,2025-05-14 22:14:27
BI-01741,BM-0121,INV-001741,Fair,Available,2023-09-11 22:14:27
BI-01742,BM-0677,INV-001742,Good,Available,2025-05-05 22:14:27
BI-01743,BM-0577,INV-001743,Good,Available,2025-08-13 22:14:27
BI-01744,BM-0938,INV-001744,New,Available,2024-09-24 22:14:27
BI-01745,BM-0843,INV-001745,Good,Available,2024-03-19 22:14:27
BI-01746,BM-0699,INV-001746,Poor,Available,2025-05-01 22:14:27
BI-01747,BM-0656,INV-001747,New,Available,2025-05-07 22:14:27
BI-01748,BM-0430,INV-001748,Good,Available,2024-01-19 22:14:27
BI-01749,BM-0077,INV-001749,Good,Available,2025-06-16 22:14:27
BI-01750,BM-0376,INV-001750,New,Available,2023-07-31 22:14:27
BI-01751,BM-0454,INV-001751,Fair,Available,2023-06-15 22:14:27
BI-01752,BM-0340,INV-001752,Fair,Available,2023-10-15 22:14:27
BI-01753,BM-0149,INV-001753,Good,Available,2023-03-10 22:14:27
BI-01754,BM-0860,INV-001754,Poor,Available,2024-03-02 22:14:27
BI-01755,BM-0934,INV-001755,Good,Available,2023-09-15 22:14:27
BI-01756,BM-0109,INV-001756,Poor,Available,2025-07-08 22:14:27
BI-01757,BM-0306,INV-001757,Good,Available,2023-04-14 22:14:27
BI-01758,BM-0933,INV-001758,Poor,Available,2025-03-07 22:14:27
BI-01759,BM-0016,INV-001759,Fair,Available,2023-03-12 22:14:27
BI-01760,BM-0105,INV-001760,Fair,Available,2023-10-09 22:14:27
BI-01761,BM-0643,INV-001761,New,Available,2023-10-07 22:14:27
BI-01762,BM-0926,INV-001762,Good,Available,2024-06-14 22:14:27
BI-01763,BM-0303,INV-001763,Fair,Available,2024-01-06 22:14:27
BI-01764,BM-0009,INV-001764,Poor,Available,2024-03-21 22:14:27
BI-01765,BM-0649,INV-001765,New,Available,2025-06-20 22:14:27
BI-01766,BM-0564,INV-001766,Good,Available,2025-06-01 22:14:27
BI-01767,BM-0816,INV-001767,Good,Available,2025-01-16 22:14:27
BI-01768,BM-0709,INV-001768,Poor,Available,2025-03-23 22:14:27
BI-01769,BM-0130,INV-001769,Good,Available,2024-07-19 22:14:27
BI-01770,BM-0253,INV-001770,Poor,Available,2025-06-05 22:14:27
BI-01771,BM-0020,INV-001771,Fair,Available,2023-07-26 22:14:27
BI-01772,BM-0192,INV-001772,Poor,Available,2024-04-29 22:14:27
BI-01773,BM-0099,INV-001773,New,Available,2024-11-13 22:14:27
BI-01774,BM-0786,INV-001774,Poor,Available,2024-03-17 22:14:27
BI-01775,BM-0677,INV-001775,New,Available,2023-05-06 22:14:27
BI-01776,BM-0155,INV-001776,Fair,Available,2025-06-19 22:14:27
BI-01777,BM-0239,INV-001777,Good,Available,2025-04-21 22:14:27
BI-01778,BM-0077,INV-001778,Good,Available,2025-02-24 22:14:27
BI-01779,BM-0526,INV-001779,New,Available,2023-10-04 22:14:27
BI-01780,BM-0424,INV-001780,Fair,Available,2024-06-24 22:14:27
BI-01781,BM-0445,INV-001781,Good,Available,2023-06-16 22:14:27
BI-01782,BM-0108,INV-001782,New,Available,2025-03-31 22:14:27
BI-01783,BM-0115,INV-001783,New,Available,2023-09-03 22:14:27
BI-01784,BM-0130,INV-001784,Fair,Available,2025-05-12 22:14:27
BI-01785,BM-0576,INV-001785,Good,Available,2024-01-10 22:14:27
BI-01786,BM-0342,INV-001786,Fair,Available,2025-03-02 22:14:27
BI-01787,BM-0983,INV-001787,Fair,Available,2024-09-19 22:14:27
BI-01788,BM-0310,INV-001788,Fair,Available,2025-07-05 22:14:27
BI-01789,BM-0010,INV-001789,New,Available,2023-09-27 22:14:27
BI-01790,BM-0725,INV-001790,Good,Available,2025-05-05 22:14:27
BI-01791,BM-0533,INV-001791,Good,Available,2024-08-16 22:14:27
BI-01792,BM-0135,INV-001792,Good,Available,2024-11-05 22:14:27
BI-01793,BM-0357,INV-001793,Good,Available,2025-06-11 22:14:27
BI-01794,BM-0509,INV-001794,Good,Available,2023-10-01 22:14:27
BI-01795,BM-0763,INV-001795,Good,Available,2024-09-06 22:14:27
BI-01796,BM-0861,INV-001796,Fair,Borrowed,2023-06-27 22:14:27
BI-01797,BM-0027,INV-001797,Good,Borrowed,2024-04-11 22:14:27
BI-01798,BM-0737,INV-001798,New,Available,2025-01-12 22:14:27
BI-01799,BM-0344,INV-001799,Fair,Available,2024-04-08 22:14:27
BI-01800,BM-0779,INV-001800,New,Available,2024-11-14 22:14:27
BI-01801,BM-0300,INV-001801,Poor,Available,2024-06-22 22:14:27
BI-01802,BM-0915,INV-001802,Good,Available,2023-08-27 22:14:27
BI-01803,BM-0699,INV-001803,Poor,Available,2024-03-17 22:14:27
BI-01804,BM-0307,INV-001804,New,Available,2024-07-23 22:14:27
BI-01805,BM-0846,INV-001805,Poor,Available,2024-09-03 22:14:27
BI-01806,BM-0061,INV-001806,Poor,Available,2023-07-27 22:14:27
BI-01807,BM-0979,INV-001807,New,Available,2024-03-02 22:14:27
BI-01808,BM-0487,INV-001808,Fair,Available,2025-05-21 22:14:27
BI-01809,BM-0606,INV-001809,Poor,Available,2023-05-18 22:14:27
BI-01810,BM-0691,INV-001810,Poor,Available,2023-07-22 22:14:27
BI-01811,BM-0496,INV-001811,New,Available,2023-08-29 22:14:27
BI-01812,BM-0312,INV-001812,Fair,Available,2025-04-04 22:14:27
BI-01813,BM-0414,INV-001813,Good,Available,2025-02-12 22:14:27
BI-01814,BM-0469,INV-001814,Fair,Available,2024-07-16 22:14:27
BI-01815,BM-0268,INV-001815,Good,Available,2024-12-29 22:14:27
BI-01816,BM-0398,INV-001816,Poor,Available,2024-05-04 22:14:27
BI-01817,BM-0290,INV-001817,New,Available,2025-05-19 22:14:27
BI-01818,BM-0649,INV-001818,Fair,Available,2024-11-02 22:14:27
BI-01819,BM-0635,INV-001819,Good,Available,2024-02-11 22:14:27
BI-01820,BM-0995,INV-001820,Fair,Available,2025-02-05 22:14:27
BI-01821,BM-0538,INV-001821,New,Available,2023-11-02 22:14:27
BI-01822,BM-0786,INV-001822,Good,Available,2024-08-16 22:14:27
BI-01823,BM-0462,INV-001823,Fair,Available,2024-12-06 22:14:27
BI-01824,BM-0953,INV-001824,New,Available,2025-02-01 22:14:27
BI-01825,BM-0289,INV-001825,Poor,Available,2023-10-30 22:14:27
BI-01826,BM-0698,INV-001826,Good,Available,2023-06-12 22:14:27
BI-01827,BM-0536,INV-001827,Poor,Available,2024-01-20 22:14:27
BI-01828,BM-0431,INV-001828,Poor,Available,2023-06-17 22:14:27
BI-01829,BM-0261,INV-001829,Poor,Available,2024-02-09 22:14:27
BI-01830,BM-0441,INV-001830,Poor,Available,2024-04-04 22:14:27
BI-01831,BM-0363,INV-001831,New,Available,2023-04-04 22:14:27
BI-01832,BM-0383,INV-001832,Fair,Available,2023-10-10 22:14:27
BI-01833,BM-0008,INV-001833,Poor,Available,2024-01-21 22:14:27
BI-01834,BM-0135,INV-001834,Good,Available,2023-05-15 22:14:27
BI-01835,BM-0595,INV-001835,Fair,Available,2023-11-03 22:14:27
BI-01836,BM-0236,INV-001836,Poor,Available,2025-08-08 22:14:27
BI-01837,BM-0519,INV-001837,New,Available,2025-04-14 22:14:27
BI-01838,BM-0089,INV-001838,Poor,Available,2024-12-26 22:14:27
BI-01839,BM-0502,INV-001839,Good,Available,2024-08-13 22:14:27
BI-01840,BM-0801,INV-001840,Fair,Available,2024-01-26 22:14:27
BI-01841,BM-0527,INV-001841,Fair,Available,2025-03-15 22:14:27
BI-01842,BM-0455,INV-001842,Fair,Available,2025-03-28 22:14:27
BI-01843,BM-0224,INV-001843,Fair,Available,2025-06-25 22:14:27
BI-01844,BM-0470,INV-001844,Good,Available,2024-06-26 22:14:27
BI-01845,BM-0973,INV-001845,New,Available,2023-06-26 22:14:27
BI-01846,BM-0934,INV-001846,Fair,Available,2024-07-14 22:14:27
BI-01847,BM-0245,INV-001847,New,Available,2023-07-03 22:14:27
BI-01848,BM-0639,INV-001848,Poor,Available,2024-05-01 22:14:27
BI-01849,BM-0362,INV-001849,Fair,Available,2023-08-13 22:14:27
BI-01850,BM-0838,INV-001850,New,Available,2024-05-12 22:14:27
BI-01851,BM-0457,INV-001851,New,Available,2024-04-26 22:14:27
BI-01852,BM-0277,INV-001852,New,Available,2024-05-22 22:14:27
BI-01853,BM-0917,INV-001853,New,Available,2025-03-03 22:14:27
BI-01854,BM-0306,INV-001854,Good,Available,2024-08-26 22:14:27
BI-01855,BM-0507,INV-001855,Good,Available,2024-04-13 22:14:27
BI-01856,BM-0098,INV-001856,New,Available,2023-09-03 22:14:27
