Antecedent,Consequent,Support,Confidence,Lift,Count
Advanced Music 2,Advanced Machine Learning 1,0.001,0.3333,37.1481,1
Mastering Biology 4,Advanced Calculus 7,0.001,0.3333,37.1481,1
Advanced Philosophy 9,Advanced Economics 5,0.001,0.3333,37.1481,1
Introduction to Chemistry 3,The Art of Art 8,0.001,0.3333,37.1481,1
Mastering Art 6,Advanced Music 8,0.001,0.3333,37.1481,1
Introduction to Biology 4,Advanced Machine Learning 1,0.001,0.3333,37.1481,1
Handbook of Physics 4,Mastering Music 8,0.001,0.3333,37.1481,1
Handbook of Machine Learning 3,Fundamentals of Machine Learning 5,0.001,0.3333,37.1481,1
Advanced Music 2,The Art of Biology 6,0.001,0.3333,37.1481,1
Introduction to Music 1,Advanced Economics 5,0.001,0.3333,37.1481,1
Introduction to Python 1,Advanced AI 1,0.001,0.3333,37.1481,1
Handbook of Physics 10,Mastering Philosophy 9,0.001,0.3333,37.1481,1
Introduction to Chemistry 1,History of Physics 1,0.001,0.3333,37.1481,1
Advanced Philosophy 1,Advanced Java 7,0.001,0.3333,37.1481,1
Introduction to Machine Learning 10,Advanced Economics 5,0.001,0.3333,37.1481,1
Guide to Machine Learning 1,Advanced Economics 5,0.001,0.3333,37.1481,1
Guide to Python 6,Advanced AI 1,0.001,0.3333,37.1481,1
History of Python 8,Handbook of History 9,0.001,0.3333,37.1481,1
Introduction to Music 10,Advanced Music 8,0.001,0.3333,37.1481,1
The Art of Biology 1,Advanced Philosophy 2,0.001,0.3333,37.1481,1
Introduction to History 1,Mastering Physics 3,0.001,0.3333,37.1481,1
Handbook of Java 3,Handbook of Economics 9,0.001,0.3333,37.1481,1
The Art of Philosophy 6,Fundamentals of Chemistry 6,0.001,0.3333,37.1481,1
History of Economics 5,Fundamentals of Chemistry 6,0.001,0.3333,37.1481,1
The Art of Physics 2,Handbook of Economics 9,0.001,0.3333,37.1481,1
The Art of Art 5,History of Physics 1,0.001,0.3333,37.1481,1
Advanced Java 7,The Art of Java 4,0.001,0.1111,37.1481,1
Guide to AI 5,Advanced Python 9,0.001,0.1111,37.1481,1
Guide to AI 5,Guide to Machine Learning 1,0.001,0.1111,37.1481,1
Mastering Physics 3,Fundamentals of Chemistry 2,0.001,0.1111,37.1481,1
Mastering Philosophy 9,History of Machine Learning 10,0.001,0.1111,37.1481,1
Advanced AI 1,Handbook of Machine Learning 3,0.001,0.1111,37.1481,1
Advanced AI 1,Introduction to History 1,0.001,0.1111,37.1481,1
Advanced Calculus 7,Guide to Philosophy 9,0.001,0.1111,37.1481,1
Advanced Machine Learning 1,Advanced Music 2,0.001,0.1111,37.1481,1
Advanced Calculus 7,Mastering Biology 4,0.001,0.1111,37.1481,1
Advanced Economics 5,Advanced Philosophy 9,0.001,0.1111,37.1481,1
The Art of Art 8,Introduction to Chemistry 3,0.001,0.1111,37.1481,1
Advanced Music 8,Mastering Art 6,0.001,0.1111,37.1481,1
Advanced Machine Learning 1,Introduction to Biology 4,0.001,0.1111,37.1481,1
Mastering Music 8,Handbook of Physics 4,0.001,0.1111,37.1481,1
Fundamentals of Machine Learning 5,Handbook of Machine Learning 3,0.001,0.1111,37.1481,1
The Art of Biology 6,Advanced Music 2,0.001,0.1111,37.1481,1
Advanced Economics 5,Introduction to Music 1,0.001,0.1111,37.1481,1
Advanced AI 1,Introduction to Python 1,0.001,0.1111,37.1481,1
Mastering Philosophy 9,Handbook of Physics 10,0.001,0.1111,37.1481,1
History of Physics 1,Introduction to Chemistry 1,0.001,0.1111,37.1481,1
Advanced Java 7,Advanced Philosophy 1,0.001,0.1111,37.1481,1
Advanced Economics 5,Introduction to Machine Learning 10,0.001,0.1111,37.1481,1
Advanced Economics 5,Guide to Machine Learning 1,0.001,0.1111,37.1481,1
Advanced AI 1,Guide to Python 6,0.001,0.1111,37.1481,1
Handbook of History 9,History of Python 8,0.001,0.1111,37.1481,1
Advanced Music 8,Introduction to Music 10,0.001,0.1111,37.1481,1
Advanced Philosophy 2,The Art of Biology 1,0.001,0.1111,37.1481,1
Mastering Physics 3,Introduction to History 1,0.001,0.1111,37.1481,1
Handbook of Economics 9,Handbook of Java 3,0.001,0.1111,37.1481,1
Fundamentals of Chemistry 6,The Art of Philosophy 6,0.001,0.1111,37.1481,1
Fundamentals of Chemistry 6,History of Economics 5,0.001,0.1111,37.1481,1
Handbook of Economics 9,The Art of Physics 2,0.001,0.1111,37.1481,1
History of Physics 1,The Art of Art 5,0.001,0.1111,37.1481,1
Handbook of Calculus 8,Handbook of Philosophy 10,0.002,0.4,36.4727,2
Handbook of Philosophy 10,Handbook of Calculus 8,0.002,0.1818,36.4727,2
Handbook of Physics 8,The Art of History 5,0.001,0.5,35.8214,1
Mastering Physics 4,The Art of History 5,0.001,0.5,35.8214,1
Introduction to Philosophy 9,History of History 7,0.001,0.5,35.8214,1
History of Economics 3,Fundamentals of Java 3,0.001,0.5,35.8214,1
History of Philosophy 3,Fundamentals of Java 3,0.001,0.5,35.8214,1
Mastering Biology 9,The Art of History 5,0.001,0.5,35.8214,1
The Art of Python 6,Fundamentals of Java 3,0.001,0.5,35.8214,1
Introduction to History 4,Advanced Java 1,0.001,0.5,35.8214,1
Advanced Physics 8,Introduction to Chemistry 5,0.001,0.5,35.8214,1
The Art of Machine Learning 3,Advanced Economics 7,0.001,0.5,35.8214,1
Advanced Art 2,The Art of Philosophy 9,0.001,0.25,35.8214,1
Guide to Music 9,History of Biology 3,0.001,0.25,35.8214,1
Fundamentals of Physics 2,Fundamentals of Java 7,0.001,0.25,35.8214,1
Fundamentals of Physics 2,The Art of Python 5,0.001,0.25,35.8214,1
Handbook of Calculus 4,Mastering History 6,0.001,0.25,35.8214,1
History of Chemistry 2,Advanced History 4,0.001,0.25,35.8214,1
History of Art 3,The Art of Art 10,0.001,0.25,35.8214,1
History of Biology 6,History of History 2,0.001,0.25,35.8214,1
History of Economics 1,Fundamentals of Python 7,0.001,0.25,35.8214,1
Introduction to Python 6,Handbook of Economics 2,0.001,0.25,35.8214,1
Guide to Music 9,History of Art 2,0.001,0.25,35.8214,1
Handbook of Machine Learning 7,History of Chemistry 10,0.001,0.25,35.8214,1
Fundamentals of Java 6,Handbook of Java 9,0.001,0.25,35.8214,1
Fundamentals of Art 10,History of History 2,0.001,0.25,35.8214,1
Handbook of Machine Learning 7,The Art of AI 9,0.001,0.25,35.8214,1
History of Calculus 5,Mastering History 6,0.001,0.25,35.8214,1
History of Calculus 3,Mastering Calculus 1,0.001,0.25,35.8214,1
Mastering History 7,The Art of Python 7,0.001,0.25,35.8214,1
Handbook of Python 6,Mastering Chemistry 2,0.001,0.25,35.8214,1
Guide to Philosophy 3,Mastering Calculus 1,0.001,0.25,35.8214,1
Advanced Biology 4,The Art of AI 9,0.001,0.25,35.8214,1
Advanced AI 2,Fundamentals of Python 7,0.001,0.25,35.8214,1
Advanced Machine Learning 8,Fundamentals of Python 7,0.001,0.25,35.8214,1
Handbook of Machine Learning 7,Advanced Calculus 5,0.001,0.25,35.8214,1
Guide to Music 4,The Art of Philosophy 9,0.001,0.25,35.8214,1
History of Art 7,History of Art 2,0.001,0.25,35.8214,1
Fundamentals of Art 10,Handbook of Java 9,0.001,0.25,35.8214,1
Guide to Calculus 6,Mastering Chemistry 2,0.001,0.25,35.8214,1
Introduction to AI 6,History of Biology 3,0.001,0.25,35.8214,1
History of Economics 8,Advanced History 4,0.001,0.25,35.8214,1
Advanced Python 2,History of Machine Learning 1,0.001,0.25,35.8214,1
Mastering AI 7,The Art of AI 9,0.001,0.25,35.8214,1
Handbook of Java 2,Mastering Philosophy 4,0.001,0.25,35.8214,1
Guide to Art 6,Handbook of Java 9,0.001,0.25,35.8214,1
Mastering History 7,Advanced Economics 9,0.001,0.25,35.8214,1
The Art of Economics 2,The Art of Python 5,0.001,0.25,35.8214,1
Advanced AI 2,History of Art 2,0.001,0.25,35.8214,1
Advanced AI 2,History of Machine Learning 1,0.001,0.25,35.8214,1
Handbook of Python 6,Guide to Java 4,0.001,0.25,35.8214,1
Introduction to Music 8,The Art of Java 2,0.001,0.25,35.8214,1
History of Calculus 5,Advanced Java 3,0.001,0.25,35.8214,1
The Art of Chemistry 1,Guide to Java 4,0.001,0.25,35.8214,1
Guide to Art 6,History of Biology 3,0.001,0.25,35.8214,1
Handbook of Machine Learning 9,Mastering History 6,0.001,0.25,35.8214,1
Introduction to Python 6,Fundamentals of Java 9,0.001,0.25,35.8214,1
Advanced Music 5,Advanced Chemistry 4,0.001,0.25,35.8214,1
Advanced Physics 4,Mastering Calculus 1,0.001,0.25,35.8214,1
Fundamentals of Music 4,Handbook of Economics 2,0.001,0.25,35.8214,1
Guide to AI 8,Guide to Java 4,0.001,0.25,35.8214,1
Mastering Physics 1,Advanced History 4,0.001,0.25,35.8214,1
Handbook of Java 8,The Art of Python 7,0.001,0.25,35.8214,1
Guide to AI 8,Fundamentals of Python 7,0.001,0.25,35.8214,1
History of Economics 1,Advanced Calculus 5,0.001,0.25,35.8214,1
The Art of Philosophy 9,Advanced Art 2,0.001,0.1429,35.8214,1
History of Biology 3,Guide to Music 9,0.001,0.1429,35.8214,1
Fundamentals of Java 7,Fundamentals of Physics 2,0.001,0.1429,35.8214,1
The Art of Python 5,Fundamentals of Physics 2,0.001,0.1429,35.8214,1
Mastering History 6,Handbook of Calculus 4,0.001,0.1429,35.8214,1
Advanced History 4,History of Chemistry 2,0.001,0.1429,35.8214,1
The Art of Art 10,History of Art 3,0.001,0.1429,35.8214,1
History of History 2,History of Biology 6,0.001,0.1429,35.8214,1
Fundamentals of Python 7,History of Economics 1,0.001,0.1429,35.8214,1
Handbook of Economics 2,Introduction to Python 6,0.001,0.1429,35.8214,1
History of Art 2,Guide to Music 9,0.001,0.1429,35.8214,1
History of Chemistry 10,Handbook of Machine Learning 7,0.001,0.1429,35.8214,1
Handbook of Java 9,Fundamentals of Java 6,0.001,0.1429,35.8214,1
History of History 2,Fundamentals of Art 10,0.001,0.1429,35.8214,1
The Art of AI 9,Handbook of Machine Learning 7,0.001,0.1429,35.8214,1
Mastering History 6,History of Calculus 5,0.001,0.1429,35.8214,1
Mastering Calculus 1,History of Calculus 3,0.001,0.1429,35.8214,1
The Art of Python 7,Mastering History 7,0.001,0.1429,35.8214,1
Mastering Chemistry 2,Handbook of Python 6,0.001,0.1429,35.8214,1
Mastering Calculus 1,Guide to Philosophy 3,0.001,0.1429,35.8214,1
The Art of AI 9,Advanced Biology 4,0.001,0.1429,35.8214,1
Fundamentals of Python 7,Advanced AI 2,0.001,0.1429,35.8214,1
Fundamentals of Python 7,Advanced Machine Learning 8,0.001,0.1429,35.8214,1
Advanced Calculus 5,Handbook of Machine Learning 7,0.001,0.1429,35.8214,1
The Art of Philosophy 9,Guide to Music 4,0.001,0.1429,35.8214,1
History of Art 2,History of Art 7,0.001,0.1429,35.8214,1
Handbook of Java 9,Fundamentals of Art 10,0.001,0.1429,35.8214,1
Mastering Chemistry 2,Guide to Calculus 6,0.001,0.1429,35.8214,1
History of Biology 3,Introduction to AI 6,0.001,0.1429,35.8214,1
Advanced History 4,History of Economics 8,0.001,0.1429,35.8214,1
History of Machine Learning 1,Advanced Python 2,0.001,0.1429,35.8214,1
The Art of AI 9,Mastering AI 7,0.001,0.1429,35.8214,1
Mastering Philosophy 4,Handbook of Java 2,0.001,0.1429,35.8214,1
Handbook of Java 9,Guide to Art 6,0.001,0.1429,35.8214,1
Advanced Economics 9,Mastering History 7,0.001,0.1429,35.8214,1
The Art of Python 5,The Art of Economics 2,0.001,0.1429,35.8214,1
History of Art 2,Advanced AI 2,0.001,0.1429,35.8214,1
History of Machine Learning 1,Advanced AI 2,0.001,0.1429,35.8214,1
Guide to Java 4,Handbook of Python 6,0.001,0.1429,35.8214,1
The Art of Java 2,Introduction to Music 8,0.001,0.1429,35.8214,1
Advanced Java 3,History of Calculus 5,0.001,0.1429,35.8214,1
Guide to Java 4,The Art of Chemistry 1,0.001,0.1429,35.8214,1
History of Biology 3,Guide to Art 6,0.001,0.1429,35.8214,1
Mastering History 6,Handbook of Machine Learning 9,0.001,0.1429,35.8214,1
Fundamentals of Java 9,Introduction to Python 6,0.001,0.1429,35.8214,1
Advanced Chemistry 4,Advanced Music 5,0.001,0.1429,35.8214,1
Mastering Calculus 1,Advanced Physics 4,0.001,0.1429,35.8214,1
Handbook of Economics 2,Fundamentals of Music 4,0.001,0.1429,35.8214,1
Guide to Java 4,Guide to AI 8,0.001,0.1429,35.8214,1
Advanced History 4,Mastering Physics 1,0.001,0.1429,35.8214,1
The Art of Python 7,Handbook of Java 8,0.001,0.1429,35.8214,1
Fundamentals of Python 7,Guide to AI 8,0.001,0.1429,35.8214,1
Advanced Calculus 5,History of Economics 1,0.001,0.1429,35.8214,1
The Art of History 5,Handbook of Physics 8,0.001,0.0714,35.8214,1
The Art of History 5,Mastering Physics 4,0.001,0.0714,35.8214,1
History of History 7,Introduction to Philosophy 9,0.001,0.0714,35.8214,1
Fundamentals of Java 3,History of Economics 3,0.001,0.0714,35.8214,1
Fundamentals of Java 3,History of Philosophy 3,0.001,0.0714,35.8214,1
The Art of History 5,Mastering Biology 9,0.001,0.0714,35.8214,1
Fundamentals of Java 3,The Art of Python 6,0.001,0.0714,35.8214,1
Advanced Java 1,Introduction to History 4,0.001,0.0714,35.8214,1
Introduction to Chemistry 5,Advanced Physics 8,0.001,0.0714,35.8214,1
Advanced Economics 7,The Art of Machine Learning 3,0.001,0.0714,35.8214,1
Mastering Economics 2,Fundamentals of Chemistry 7,0.001,0.3333,33.4333,1
The Art of Biology 1,Mastering Music 10,0.001,0.3333,33.4333,1
Fundamentals of Chemistry 2,Fundamentals of Chemistry 4,0.001,0.3333,33.4333,1
History of AI 3,Mastering Music 10,0.001,0.3333,33.4333,1
The Art of Philosophy 5,Fundamentals of Chemistry 7,0.001,0.3333,33.4333,1
History of Economics 5,Guide to Art 2,0.001,0.3333,33.4333,1
Mastering Biology 7,Fundamentals of Chemistry 9,0.001,0.3333,33.4333,1
History of Art 8,Fundamentals of Chemistry 9,0.001,0.3333,33.4333,1
Handbook of Java 3,Mastering Calculus 9,0.001,0.3333,33.4333,1
Fundamentals of Machine Learning 9,Fundamentals of Chemistry 9,0.001,0.3333,33.4333,1
Guide to Music 5,Advanced Calculus 8,0.001,0.3333,33.4333,1
Introduction to History 1,Advanced Java 8,0.001,0.3333,33.4333,1
Guide to Machine Learning 6,Fundamentals of Chemistry 9,0.001,0.3333,33.4333,1
Guide to Calculus 10,Advanced Calculus 8,0.001,0.3333,33.4333,1
Mastering Art 8,Advanced Java 8,0.001,0.3333,33.4333,1
Handbook of Physics 10,Advanced Java 8,0.001,0.3333,33.4333,1
Mastering Machine Learning 2,Advanced Java 8,0.001,0.3333,33.4333,1
Handbook of History 6,Mastering Calculus 9,0.001,0.3333,33.4333,1
Guide to Java 10,Fundamentals of Chemistry 4,0.001,0.3333,33.4333,1
Introduction to Python 1,Fundamentals of Chemistry 7,0.001,0.3333,33.4333,1
History of Calculus 2,Advanced Calculus 8,0.001,0.3333,33.4333,1
Mastering Physics 5,Advanced Calculus 8,0.001,0.3333,33.4333,1
The Art of Java 7,Advanced Java 8,0.001,0.3333,33.4333,1
The Art of Art 3,Advanced Calculus 8,0.001,0.3333,33.4333,1
Fundamentals of Economics 6,Handbook of Physics 7,0.001,0.2,33.4333,1
History of Chemistry 7,Handbook of Physics 7,0.001,0.2,33.4333,1
Introduction to Python 5,Mastering Calculus 6,0.001,0.2,33.4333,1
Mastering Art 10,History of Music 2,0.001,0.2,33.4333,1
Guide to Java 8,Mastering Calculus 6,0.001,0.2,33.4333,1
The Art of Python 3,Introduction to Java 8,0.001,0.2,33.4333,1
Guide to Art 10,Mastering Music 6,0.001,0.2,33.4333,1
Advanced Calculus 6,The Art of History 6,0.001,0.2,33.4333,1
Advanced Python 7,History of History 10,0.001,0.2,33.4333,1
Advanced Music 1,Advanced Chemistry 10,0.001,0.2,33.4333,1
Mastering Chemistry 9,History of Machine Learning 9,0.001,0.2,33.4333,1
Guide to Chemistry 2,History of Music 9,0.001,0.2,33.4333,1
Introduction to AI 3,History of Machine Learning 9,0.001,0.2,33.4333,1
Guide to Art 3,Mastering History 8,0.001,0.2,33.4333,1
Advanced Biology 10,Mastering Art 9,0.001,0.2,33.4333,1
Advanced Python 7,Guide to Calculus 9,0.001,0.2,33.4333,1
Fundamentals of Philosophy 8,The Art of Philosophy 1,0.001,0.2,33.4333,1
Guide to Chemistry 2,Mastering Music 6,0.001,0.2,33.4333,1
Guide to Economics 1,The Art of Art 9,0.001,0.2,33.4333,1
Advanced History 5,Fundamentals of AI 5,0.001,0.2,33.4333,1
Introduction to Philosophy 6,History of Music 2,0.001,0.2,33.4333,1
Introduction to AI 3,Mastering Calculus 6,0.001,0.2,33.4333,1
Guide to Machine Learning 5,Introduction to Python 7,0.001,0.2,33.4333,1
Introduction to Machine Learning 1,Mastering Java 3,0.001,0.2,33.4333,1
Introduction to AI 10,History of Machine Learning 8,0.001,0.2,33.4333,1
Handbook of Calculus 8,Mastering Music 1,0.001,0.2,33.4333,1
Guide to Economics 1,Mastering Art 9,0.001,0.2,33.4333,1
Handbook of Art 7,Guide to AI 9,0.001,0.2,33.4333,1
Guide to Python 10,Introduction to Chemistry 9,0.001,0.2,33.4333,1
Fundamentals of AI 2,Guide to Calculus 9,0.001,0.2,33.4333,1
Handbook of Economics 3,History of Machine Learning 8,0.001,0.2,33.4333,1
Guide to Art 3,Mastering Economics 7,0.001,0.2,33.4333,1
Handbook of AI 9,Mastering Biology 6,0.001,0.2,33.4333,1
Introduction to Machine Learning 1,Introduction to Chemistry 9,0.001,0.2,33.4333,1
Mastering Philosophy 2,Guide to Biology 10,0.001,0.2,33.4333,1
Handbook of Music 2,Fundamentals of Chemistry 8,0.001,0.2,33.4333,1
Guide to Java 8,History of Machine Learning 9,0.001,0.2,33.4333,1
Fundamentals of AI 2,Fundamentals of Calculus 7,0.001,0.2,33.4333,1
Mastering Philosophy 2,Mastering Philosophy 1,0.001,0.2,33.4333,1
Fundamentals of Philosophy 6,The Art of History 3,0.001,0.2,33.4333,1
The Art of Python 3,Mastering Economics 7,0.001,0.2,33.4333,1
Introduction to History 7,History of History 10,0.001,0.2,33.4333,1
Guide to Chemistry 2,The Art of History 2,0.001,0.2,33.4333,1
Handbook of Art 7,Advanced History 3,0.001,0.2,33.4333,1
Guide to Art 10,Advanced Chemistry 10,0.001,0.2,33.4333,1
Advanced History 10,The Art of Economics 3,0.001,0.2,33.4333,1
Handbook of Music 6,Mastering Art 9,0.001,0.2,33.4333,1
Guide to Python 7,Mastering History 8,0.001,0.2,33.4333,1
Introduction to AI 10,History of Music 2,0.001,0.2,33.4333,1
Introduction to Philosophy 6,The Art of History 2,0.001,0.2,33.4333,1
Mastering Machine Learning 10,Handbook of Biology 10,0.001,0.2,33.4333,1
The Art of Economics 4,Handbook of Biology 10,0.001,0.2,33.4333,1
Advanced History 5,The Art of Calculus 1,0.001,0.2,33.4333,1
Handbook of Chemistry 7,Mastering Calculus 6,0.001,0.2,33.4333,1
Fundamentals of Physics 6,Mastering Music 6,0.001,0.2,33.4333,1
Handbook of Physics 7,Fundamentals of Economics 6,0.001,0.1667,33.4333,1
Handbook of Physics 7,History of Chemistry 7,0.001,0.1667,33.4333,1
Mastering Calculus 6,Introduction to Python 5,0.001,0.1667,33.4333,1
History of Music 2,Mastering Art 10,0.001,0.1667,33.4333,1
Mastering Calculus 6,Guide to Java 8,0.001,0.1667,33.4333,1
Introduction to Java 8,The Art of Python 3,0.001,0.1667,33.4333,1
Mastering Music 6,Guide to Art 10,0.001,0.1667,33.4333,1
The Art of History 6,Advanced Calculus 6,0.001,0.1667,33.4333,1
History of History 10,Advanced Python 7,0.001,0.1667,33.4333,1
Advanced Chemistry 10,Advanced Music 1,0.001,0.1667,33.4333,1
History of Machine Learning 9,Mastering Chemistry 9,0.001,0.1667,33.4333,1
History of Music 9,Guide to Chemistry 2,0.001,0.1667,33.4333,1
History of Machine Learning 9,Introduction to AI 3,0.001,0.1667,33.4333,1
Mastering History 8,Guide to Art 3,0.001,0.1667,33.4333,1
Mastering Art 9,Advanced Biology 10,0.001,0.1667,33.4333,1
Guide to Calculus 9,Advanced Python 7,0.001,0.1667,33.4333,1
The Art of Philosophy 1,Fundamentals of Philosophy 8,0.001,0.1667,33.4333,1
Mastering Music 6,Guide to Chemistry 2,0.001,0.1667,33.4333,1
The Art of Art 9,Guide to Economics 1,0.001,0.1667,33.4333,1
Fundamentals of AI 5,Advanced History 5,0.001,0.1667,33.4333,1
History of Music 2,Introduction to Philosophy 6,0.001,0.1667,33.4333,1
Mastering Calculus 6,Introduction to AI 3,0.001,0.1667,33.4333,1
Introduction to Python 7,Guide to Machine Learning 5,0.001,0.1667,33.4333,1
Mastering Java 3,Introduction to Machine Learning 1,0.001,0.1667,33.4333,1
History of Machine Learning 8,Introduction to AI 10,0.001,0.1667,33.4333,1
Mastering Music 1,Handbook of Calculus 8,0.001,0.1667,33.4333,1
Mastering Art 9,Guide to Economics 1,0.001,0.1667,33.4333,1
Guide to AI 9,Handbook of Art 7,0.001,0.1667,33.4333,1
Introduction to Chemistry 9,Guide to Python 10,0.001,0.1667,33.4333,1
Guide to Calculus 9,Fundamentals of AI 2,0.001,0.1667,33.4333,1
History of Machine Learning 8,Handbook of Economics 3,0.001,0.1667,33.4333,1
Mastering Economics 7,Guide to Art 3,0.001,0.1667,33.4333,1
Mastering Biology 6,Handbook of AI 9,0.001,0.1667,33.4333,1
Introduction to Chemistry 9,Introduction to Machine Learning 1,0.001,0.1667,33.4333,1
Guide to Biology 10,Mastering Philosophy 2,0.001,0.1667,33.4333,1
Fundamentals of Chemistry 8,Handbook of Music 2,0.001,0.1667,33.4333,1
History of Machine Learning 9,Guide to Java 8,0.001,0.1667,33.4333,1
Fundamentals of Calculus 7,Fundamentals of AI 2,0.001,0.1667,33.4333,1
Mastering Philosophy 1,Mastering Philosophy 2,0.001,0.1667,33.4333,1
The Art of History 3,Fundamentals of Philosophy 6,0.001,0.1667,33.4333,1
Mastering Economics 7,The Art of Python 3,0.001,0.1667,33.4333,1
History of History 10,Introduction to History 7,0.001,0.1667,33.4333,1
The Art of History 2,Guide to Chemistry 2,0.001,0.1667,33.4333,1
Advanced History 3,Handbook of Art 7,0.001,0.1667,33.4333,1
Advanced Chemistry 10,Guide to Art 10,0.001,0.1667,33.4333,1
The Art of Economics 3,Advanced History 10,0.001,0.1667,33.4333,1
Mastering Art 9,Handbook of Music 6,0.001,0.1667,33.4333,1
Mastering History 8,Guide to Python 7,0.001,0.1667,33.4333,1
History of Music 2,Introduction to AI 10,0.001,0.1667,33.4333,1
The Art of History 2,Introduction to Philosophy 6,0.001,0.1667,33.4333,1
Handbook of Biology 10,Mastering Machine Learning 10,0.001,0.1667,33.4333,1
Handbook of Biology 10,The Art of Economics 4,0.001,0.1667,33.4333,1
The Art of Calculus 1,Advanced History 5,0.001,0.1667,33.4333,1
Mastering Calculus 6,Handbook of Chemistry 7,0.001,0.1667,33.4333,1
Mastering Music 6,Fundamentals of Physics 6,0.001,0.1667,33.4333,1
Fundamentals of Chemistry 7,Mastering Economics 2,0.001,0.1,33.4333,1
Mastering Music 10,The Art of Biology 1,0.001,0.1,33.4333,1
Fundamentals of Chemistry 4,Fundamentals of Chemistry 2,0.001,0.1,33.4333,1
Mastering Music 10,History of AI 3,0.001,0.1,33.4333,1
Fundamentals of Chemistry 7,The Art of Philosophy 5,0.001,0.1,33.4333,1
Guide to Art 2,History of Economics 5,0.001,0.1,33.4333,1
Fundamentals of Chemistry 9,Mastering Biology 7,0.001,0.1,33.4333,1
Fundamentals of Chemistry 9,History of Art 8,0.001,0.1,33.4333,1
Mastering Calculus 9,Handbook of Java 3,0.001,0.1,33.4333,1
Fundamentals of Chemistry 9,Fundamentals of Machine Learning 9,0.001,0.1,33.4333,1
Advanced Calculus 8,Guide to Music 5,0.001,0.1,33.4333,1
Advanced Java 8,Introduction to History 1,0.001,0.1,33.4333,1
Fundamentals of Chemistry 9,Guide to Machine Learning 6,0.001,0.1,33.4333,1
Advanced Calculus 8,Guide to Calculus 10,0.001,0.1,33.4333,1
Advanced Java 8,Mastering Art 8,0.001,0.1,33.4333,1
Advanced Java 8,Handbook of Physics 10,0.001,0.1,33.4333,1
Advanced Java 8,Mastering Machine Learning 2,0.001,0.1,33.4333,1
Mastering Calculus 9,Handbook of History 6,0.001,0.1,33.4333,1
Fundamentals of Chemistry 4,Guide to Java 10,0.001,0.1,33.4333,1
Fundamentals of Chemistry 7,Introduction to Python 1,0.001,0.1,33.4333,1
Advanced Calculus 8,History of Calculus 2,0.001,0.1,33.4333,1
Advanced Calculus 8,Mastering Physics 5,0.001,0.1,33.4333,1
Advanced Java 8,The Art of Java 7,0.001,0.1,33.4333,1
Advanced Calculus 8,The Art of Art 3,0.001,0.1,33.4333,1
Guide to Music 8,History of Calculus 4,0.001,0.25,31.3438,1
Advanced History 7,Mastering Economics 10,0.001,0.25,31.3438,1
History of Chemistry 4,Guide to History 7,0.001,0.25,31.3438,1
History of Philosophy 10,Handbook of Biology 7,0.001,0.25,31.3438,1
History of Calculus 3,History of AI 7,0.001,0.25,31.3438,1
Introduction to Python 6,History of AI 7,0.001,0.25,31.3438,1
Guide to Calculus 3,The Art of Physics 7,0.001,0.25,31.3438,1
Introduction to Art 2,Guide to Art 1,0.001,0.25,31.3438,1
Mastering AI 9,The Art of History 10,0.001,0.25,31.3438,1
Fundamentals of Music 4,The Art of History 10,0.001,0.25,31.3438,1
Introduction to Economics 3,Handbook of Machine Learning 5,0.001,0.25,31.3438,1
Mastering Physics 1,Advanced Music 4,0.001,0.25,31.3438,1
Guide to Python 4,Handbook of Art 1,0.001,0.25,31.3438,1
Mastering Python 4,The Art of History 10,0.001,0.25,31.3438,1
History of Philosophy 9,Introduction to Physics 3,0.001,0.25,31.3438,1
Introduction to History 8,Handbook of Biology 7,0.001,0.25,31.3438,1
Introduction to Art 5,The Art of History 9,0.001,0.25,31.3438,1
Fundamentals of Java 10,Advanced Music 4,0.001,0.25,31.3438,1
Advanced Python 5,Advanced Music 4,0.001,0.25,31.3438,1
Advanced Python 5,Handbook of Machine Learning 5,0.001,0.25,31.3438,1
Introduction to Art 5,History of Calculus 4,0.001,0.25,31.3438,1
Guide to Music 9,Handbook of Art 1,0.001,0.25,31.3438,1
Advanced Biology 4,Handbook of Art 1,0.001,0.25,31.3438,1
The Art of History 8,Advanced Music 4,0.001,0.25,31.3438,1
Guide to Music 9,Mastering Java 8,0.001,0.25,31.3438,1
Fundamentals of Philosophy 9,History of Calculus 4,0.001,0.25,31.3438,1
Introduction to History 8,The Art of Physics 7,0.001,0.25,31.3438,1
Handbook of Philosophy 7,History of Calculus 8,0.001,0.25,31.3438,1
Advanced Machine Learning 8,Handbook of Machine Learning 5,0.001,0.25,31.3438,1
History of Economics 6,History of Calculus 4,0.001,0.25,31.3438,1
History of Python 10,History of Calculus 4,0.001,0.25,31.3438,1
History of Calculus 5,Introduction to Physics 3,0.001,0.25,31.3438,1
Guide to Machine Learning 2,Fundamentals of Calculus 10,0.001,0.25,31.3438,1
History of Chemistry 2,Mastering Python 6,0.001,0.25,31.3438,1
Advanced Python 2,Mastering Java 8,0.001,0.25,31.3438,1
Handbook of Python 4,Advanced Music 4,0.001,0.25,31.3438,1
History of Machine Learning 6,Advanced Music 4,0.001,0.25,31.3438,1
Handbook of Philosophy 7,The Art of History 10,0.001,0.25,31.3438,1
Guide to Calculus 6,Introduction to Physics 3,0.001,0.25,31.3438,1
Guide to AI 8,Guide to History 7,0.001,0.25,31.3438,1
History of Calculus 4,Guide to Music 8,0.001,0.125,31.3438,1
