masterId,title,author,borrow_count,total_copies,poor_copies,fair_copies,recommendation_score,recommended_action
BM-0757,Mastering Music 8,Author F. Smith,4,4,0,2,8.0,No Action Needed
BM-0135,Introduction to AI 10,Author F. Smith,6,6,0,1,8.0,No Action Needed
BM-0105,Mastering AI 6,Author T. Brown,6,6,0,1,8.0,No Action Needed
BM-0753,The Art of History 5,Author U. Jones,4,4,0,2,8.0,No Action Needed
BM-0649,Mastering Art 10,Author H. Smith,4,4,0,2,8.0,No Action Needed
BM-0555,Guide to Java 10,Author M. Smith,3,3,0,2,7.0,No Action Needed
BM-0550,Mastering History 2,Author T. Brown,5,5,0,1,7.0,No Action Needed
BM-0864,Advanced Philosophy 9,Author B. Brown,3,3,0,2,7.0,No Action Needed
BM-0005,Fundamentals of Chemistry 9,Author J. Smith,3,3,0,2,7.0,No Action Needed
BM-0564,History of Machine Learning 8,Author R. Johnson,5,5,0,1,7.0,No Action Needed
BM-0332,History of Economics 4,Author L. Smith,5,5,0,1,7.0,No Action Needed
BM-0194,Advanced Python 8,Author H. Johnson,5,5,0,1,7.0,No Action Needed
BM-0835,Guide to AI 10,Author I. Williams,5,5,0,1,7.0,No Action Needed
BM-0889,Mastering Economics 5,Author M. Jones,5,5,0,1,7.0,No Action Needed
BM-0759,The Art of Economics 8,Author Y. Smith,5,5,0,1,7.0,No Action Needed
BM-0839,Fundamentals of Java 3,Author Q. Johnson,5,5,0,1,7.0,No Action Needed
BM-0247,Introduction to Machine Learning 7,Author A. Smith,5,5,0,1,7.0,No Action Needed
BM-0776,The Art of Biology 7,Author Y. Brown,5,5,0,1,7.0,No Action Needed
BM-0305,History of Machine Learning 6,Author W. Smith,5,5,0,1,7.0,No Action Needed
BM-0125,Mastering Art 9,Author K. Johnson,5,5,0,1,7.0,No Action Needed
BM-0767,The Art of Python 5,Author G. Johnson,3,3,0,2,7.0,No Action Needed
BM-0291,Introduction to Java 10,Author R. Williams,3,3,0,2,7.0,No Action Needed
BM-0632,Mastering Calculus 8,Author K. Williams,3,3,0,2,7.0,No Action Needed
BM-0530,Mastering AI 6,Author W. Williams,3,3,0,2,7.0,No Action Needed
BM-0667,Mastering Art 6,Author W. Johnson,3,3,0,2,7.0,No Action Needed
BM-0294,Introduction to AI 8,Author H. Williams,3,3,0,2,7.0,No Action Needed
BM-0890,Guide to Biology 8,Author J. Williams,3,3,0,2,7.0,No Action Needed
BM-0438,Guide to History 1,Author Q. Brown,3,3,0,2,7.0,No Action Needed
BM-0243,History of Biology 5,Author C. Brown,3,3,0,2,7.0,No Action Needed
BM-0031,Mastering AI 7,Author X. Brown,5,5,0,1,7.0,No Action Needed
BM-0959,The Art of Art 10,Author X. Johnson,3,3,0,2,7.0,No Action Needed
BM-0764,Handbook of History 9,Author B. Williams,3,3,0,2,7.0,No Action Needed
BM-0666,Handbook of AI 10,Author I. Smith,3,3,0,2,7.0,No Action Needed
BM-0849,Guide to Music 2,Author S. Smith,3,3,0,2,7.0,No Action Needed
BM-0224,Mastering Economics 7,Author U. Smith,3,3,0,2,7.0,No Action Needed
BM-0491,The Art of Python 7,Author H. Smith,3,3,0,2,7.0,No Action Needed
BM-0511,Mastering Python 4,Author T. Williams,2,2,0,2,6.0,No Action Needed
BM-0826,Advanced History 6,Author D. Williams,2,2,0,2,6.0,No Action Needed
BM-0062,Handbook of History 8,Author O. Brown,2,2,0,2,6.0,No Action Needed
BM-0610,The Art of History 9,Author F. Williams,2,2,0,2,6.0,No Action Needed
BM-0602,History of Physics 1,Author D. Jones,2,2,0,2,6.0,No Action Needed
BM-0293,Mastering Physics 4,Author Y. Brown,2,2,0,2,6.0,No Action Needed
BM-0964,History of Physics 3,Author X. Johnson,2,2,0,2,6.0,No Action Needed
BM-0016,Advanced Java 7,Author T. Johnson,2,2,0,2,6.0,No Action Needed
BM-0816,Mastering Calculus 1,Author K. Smith,6,6,0,0,6.0,No Action Needed
BM-0275,Mastering Economics 7,Author T. Jones,4,4,0,1,6.0,No Action Needed
BM-0101,Introduction to Biology 4,Author I. Johnson,4,4,0,1,6.0,No Action Needed
BM-0483,History of Philosophy 1,Author Q. Johnson,4,4,0,1,6.0,No Action Needed
BM-0954,Mastering Calculus 9,Author Z. Williams,4,4,0,1,6.0,No Action Needed
BM-0895,Advanced Machine Learning 8,Author L. Williams,4,4,0,1,6.0,No Action Needed
BM-0077,Introduction to AI 8,Author M. Smith,4,4,0,1,6.0,No Action Needed
BM-0924,Guide to Calculus 3,Author O. Jones,2,2,0,2,6.0,No Action Needed
BM-0862,History of History 2,Author X. Johnson,4,4,0,1,6.0,No Action Needed
BM-0150,History of Economics 4,Author M. Johnson,2,2,0,2,6.0,No Action Needed
BM-0168,Handbook of Machine Learning 9,Author O. Brown,4,4,0,1,6.0,No Action Needed
BM-0629,Introduction to Economics 4,Author J. Williams,4,4,0,1,6.0,No Action Needed
BM-0163,Fundamentals of Java 9,Author C. Williams,4,4,0,1,6.0,No Action Needed
BM-0756,Introduction to Python 7,Author S. Brown,2,2,0,2,6.0,No Action Needed
BM-0197,Fundamentals of Calculus 1,Author E. Brown,4,4,0,1,6.0,No Action Needed
BM-0176,Mastering Machine Learning 1,Author N. Jones,2,2,0,2,6.0,No Action Needed
BM-0175,Introduction to Biology 6,Author P. Johnson,2,2,0,2,6.0,No Action Needed
BM-0501,The Art of Physics 7,Author O. Johnson,4,4,0,1,6.0,No Action Needed
BM-0515,Guide to Biology 10,Author S. Williams,4,4,0,1,6.0,No Action Needed
BM-0463,The Art of Biology 6,Author X. Brown,4,4,0,1,6.0,No Action Needed
BM-0679,Mastering Java 10,Author Y. Williams,2,2,0,2,6.0,No Action Needed
BM-0837,Handbook of Python 4,Author P. Smith,4,4,0,1,6.0,No Action Needed
BM-0078,Advanced Economics 7,Author F. Williams,4,4,0,1,6.0,No Action Needed
BM-0944,Mastering Calculus 6,Author B. Jones,2,2,0,2,6.0,No Action Needed
BM-0845,Mastering Philosophy 4,Author U. Williams,4,4,0,1,6.0,No Action Needed
BM-0326,Mastering Economics 10,Author V. Smith,4,4,0,1,6.0,No Action Needed
BM-0745,Guide to Music 8,Author L. Johnson,4,4,0,1,6.0,No Action Needed
BM-0686,The Art of Calculus 3,Author P. Johnson,4,4,0,1,6.0,No Action Needed
BM-0376,Handbook of Music 6,Author I. Johnson,4,4,0,1,6.0,No Action Needed
BM-0140,Handbook of Art 7,Author G. Brown,4,4,0,1,6.0,No Action Needed
BM-0806,Advanced Chemistry 5,Author S. Jones,3,3,0,1,5.0,No Action Needed
BM-0614,Fundamentals of Physics 3,Author D. Brown,3,3,0,1,5.0,No Action Needed
BM-0917,Mastering Biology 6,Author V. Williams,3,3,0,1,5.0,No Action Needed
BM-0760,Fundamentals of Physics 9,Author G. Smith,3,3,0,1,5.0,No Action Needed
BM-0574,Fundamentals of Biology 2,Author Y. Smith,3,3,0,1,5.0,No Action Needed
BM-0622,Fundamentals of Physics 10,Author K. Williams,3,3,0,1,5.0,No Action Needed
BM-0117,History of Philosophy 9,Author G. Johnson,3,3,0,1,5.0,No Action Needed
BM-0967,Fundamentals of Python 7,Author Y. Smith,3,3,0,1,5.0,No Action Needed
BM-0496,Fundamentals of Java 7,Author Y. Jones,5,5,0,0,5.0,No Action Needed
BM-0866,History of History 7,Author L. Williams,5,5,0,0,5.0,No Action Needed
BM-0643,Handbook of History 3,Author R. Brown,3,3,0,1,5.0,No Action Needed
BM-0155,The Art of Physics 8,Author O. Johnson,3,3,0,1,5.0,No Action Needed
BM-0164,Advanced Philosophy 2,Author G. Williams,3,3,0,1,5.0,No Action Needed
BM-0830,Guide to Python 6,Author F. Williams,3,3,0,1,5.0,No Action Needed
BM-0692,Handbook of Physics 4,Author P. Jones,3,3,0,1,5.0,No Action Needed
BM-0443,Introduction to Chemistry 9,Author E. Jones,3,3,0,1,5.0,No Action Needed
BM-0914,The Art of Java 4,Author E. Smith,3,3,0,1,5.0,No Action Needed
BM-0527,History of Machine Learning 4,Author Y. Williams,3,3,0,1,5.0,No Action Needed
BM-0454,History of Physics 1,Author L. Brown,3,3,0,1,5.0,No Action Needed
BM-0103,Handbook of Economics 3,Author U. Smith,3,3,0,1,5.0,No Action Needed
BM-0190,Fundamentals of Calculus 10,Author A. Williams,3,3,0,1,5.0,No Action Needed
BM-0523,Advanced Calculus 9,Author M. Brown,3,3,0,1,5.0,No Action Needed
BM-0123,Handbook of Chemistry 5,Author T. Johnson,3,3,0,1,5.0,No Action Needed
BM-0126,Fundamentals of Python 3,Author K. Johnson,3,3,0,1,5.0,No Action Needed
BM-0457,Introduction to Chemistry 9,Author Z. Johnson,3,3,0,1,5.0,No Action Needed
BM-0209,Guide to Economics 1,Author E. Smith,3,3,0,1,5.0,No Action Needed
BM-0286,Advanced Chemistry 1,Author U. Brown,3,3,0,1,5.0,No Action Needed
BM-0537,Guide to Calculus 10,Author R. Brown,3,3,0,1,5.0,No Action Needed
BM-0741,Introduction to Python 6,Author B. Smith,3,3,0,1,5.0,No Action Needed
BM-0307,Introduction to History 1,Author A. Johnson,3,3,0,1,5.0,No Action Needed
BM-0721,Mastering Java 3,Author Q. Williams,3,3,0,1,5.0,No Action Needed
BM-0991,Guide to Calculus 3,Author E. Johnson,3,3,0,1,5.0,No Action Needed
BM-0723,Mastering Calculus 9,Author W. Johnson,3,3,0,1,5.0,No Action Needed
BM-0789,The Art of Java 2,Author G. Smith,3,3,0,1,5.0,No Action Needed
BM-0775,Guide to AI 3,Author Z. Jones,3,3,0,1,5.0,No Action Needed
BM-0746,Advanced Music 5,Author M. Brown,3,3,0,1,5.0,No Action Needed
BM-0371,Mastering Biology 9,Author M. Johnson,3,3,0,1,5.0,No Action Needed
BM-0995,Advanced Biology 3,Author C. Brown,3,3,0,1,5.0,No Action Needed
BM-0584,The Art of Art 8,Author C. Johnson,3,3,0,1,5.0,No Action Needed
BM-0958,Mastering Music 10,Author N. Johnson,3,3,0,1,5.0,No Action Needed
BM-0038,Fundamentals of Philosophy 6,Author M. Smith,5,5,0,0,5.0,No Action Needed
BM-0389,Introduction to Java 8,Author C. Jones,3,3,0,1,5.0,No Action Needed
BM-0980,Guide to AI 10,Author K. Williams,3,3,0,1,5.0,No Action Needed
BM-0970,Handbook of Java 3,Author U. Brown,3,3,0,1,5.0,No Action Needed
BM-0269,Mastering Calculus 7,Author P. Jones,2,2,0,1,4.0,No Action Needed
BM-0070,Fundamentals of AI 6,Author M. Brown,2,2,0,1,4.0,No Action Needed
BM-0557,Guide to Music 1,Author V. Jones,2,2,0,1,4.0,No Action Needed
BM-0620,The Art of Python 8,Author W. Brown,2,2,0,1,4.0,No Action Needed
BM-0611,Handbook of Physics 7,Author N. Johnson,2,2,0,1,4.0,No Action Needed
BM-0617,Mastering Calculus 4,Author P. Brown,2,2,0,1,4.0,No Action Needed
BM-0025,Advanced Calculus 8,Author O. Brown,2,2,0,1,4.0,No Action Needed
BM-0075,Advanced History 5,Author Q. Johnson,2,2,0,1,4.0,No Action Needed
BM-0050,Introduction to Machine Learning 3,Author C. Williams,2,2,0,1,4.0,No Action Needed
BM-0029,Introduction to Python 7,Author Z. Smith,2,2,0,1,4.0,No Action Needed
BM-0034,Advanced Physics 8,Author N. Johnson,2,2,0,1,4.0,No Action Needed
BM-0309,Mastering Chemistry 1,Author K. Brown,2,2,0,1,4.0,No Action Needed
BM-0041,Mastering Music 6,Author I. Williams,2,2,0,1,4.0,No Action Needed
BM-0301,Mastering AI 7,Author Z. Jones,2,2,0,1,4.0,No Action Needed
BM-0833,History of Economics 6,Author P. Smith,2,2,0,1,4.0,No Action Needed
BM-0274,History of Chemistry 10,Author A. Jones,2,2,0,1,4.0,No Action Needed
BM-0251,The Art of Chemistry 1,Author O. Williams,2,2,0,1,4.0,No Action Needed
BM-0585,Introduction to Physics 10,Author R. Brown,4,4,0,0,4.0,No Action Needed
BM-0090,Mastering Python 4,Author B. Brown,2,2,0,1,4.0,No Action Needed
BM-0642,Introduction to Music 4,Author V. Jones,2,2,0,1,4.0,No Action Needed
BM-0249,Fundamentals of AI 9,Author J. Smith,2,2,0,1,4.0,No Action Needed
BM-0841,Fundamentals of Music 8,Author V. Johnson,2,2,0,1,4.0,No Action Needed
BM-0797,Fundamentals of Python 10,Author V. Williams,2,2,0,1,4.0,No Action Needed
BM-0327,Mastering Python 6,Author F. Brown,2,2,0,1,4.0,No Action Needed
BM-0915,Introduction to Machine Learning 1,Author R. Williams,4,4,0,0,4.0,No Action Needed
BM-0060,Mastering Calculus 9,Author K. Johnson,2,2,0,1,4.0,No Action Needed
BM-0799,Handbook of Economics 9,Author M. Williams,2,2,0,1,4.0,No Action Needed
BM-0810,Introduction to Biology 9,Author Z. Williams,2,2,0,1,4.0,No Action Needed
BM-0342,Advanced Philosophy 2,Author B. Johnson,2,2,0,1,4.0,No Action Needed
BM-0782,Introduction to Art 6,Author E. Jones,2,2,0,1,4.0,No Action Needed
BM-0498,The Art of Philosophy 3,Author O. Smith,4,4,0,0,4.0,No Action Needed
BM-0093,Introduction to Music 8,Author J. Jones,4,4,0,0,4.0,No Action Needed
BM-0470,The Art of Art 5,Author L. Jones,2,2,0,1,4.0,No Action Needed
BM-0687,Advanced Physics 3,Author Y. Brown,2,2,0,1,4.0,No Action Needed
BM-0469,The Art of History 2,Author U. Johnson,2,2,0,1,4.0,No Action Needed
BM-0504,Guide to Biology 1,Author M. Smith,2,2,0,1,4.0,No Action Needed
BM-0524,Advanced AI 6,Author F. Johnson,2,2,0,1,4.0,No Action Needed
BM-0607,The Art of Economics 3,Author V. Johnson,4,4,0,0,4.0,No Action Needed
BM-0520,Advanced Music 2,Author S. Smith,2,2,0,1,4.0,No Action Needed
BM-0095,Mastering Biology 6,Author R. Jones,2,2,0,1,4.0,No Action Needed
BM-0711,Fundamentals of Biology 4,Author H. Williams,4,4,0,0,4.0,No Action Needed
BM-0290,Advanced History 4,Author Y. Jones,4,4,0,0,4.0,No Action Needed
BM-0149,Fundamentals of Physics 9,Author B. Smith,2,2,0,1,4.0,No Action Needed
BM-0114,The Art of Physics 1,Author C. Johnson,4,4,0,0,4.0,No Action Needed
BM-0897,History of Philosophy 3,Author Q. Smith,2,2,0,1,4.0,No Action Needed
BM-0712,Mastering History 8,Author T. Smith,2,2,0,1,4.0,No Action Needed
BM-0358,Advanced History 6,Author O. Jones,2,2,0,1,4.0,No Action Needed
BM-0352,History of History 4,Author T. Williams,2,2,0,1,4.0,No Action Needed
BM-0317,Mastering Calculus 2,Author T. Smith,2,2,0,1,4.0,No Action Needed
BM-0134,History of AI 8,Author B. Jones,2,2,0,1,4.0,No Action Needed
BM-0884,Advanced Chemistry 1,Author S. Johnson,2,2,0,1,4.0,No Action Needed
BM-0188,Fundamentals of Python 8,Author Q. Jones,2,2,0,1,4.0,No Action Needed
BM-0204,Guide to AI 5,Author U. Johnson,2,2,0,1,4.0,No Action Needed
BM-0187,Fundamentals of Music 6,Author Z. Smith,2,2,0,1,4.0,No Action Needed
BM-0730,Handbook of Philosophy 2,Author H. Williams,2,2,0,1,4.0,No Action Needed
BM-0732,History of AI 5,Author V. Jones,2,2,0,1,4.0,No Action Needed
BM-0736,Introduction to Art 1,Author O. Johnson,2,2,0,1,4.0,No Action Needed
BM-0331,Handbook of Physics 7,Author Q. Smith,2,2,0,1,4.0,No Action Needed
BM-0370,Mastering Economics 2,Author V. Johnson,2,2,0,1,4.0,No Action Needed
BM-0373,History of Machine Learning 10,Author U. Jones,2,2,0,1,4.0,No Action Needed
BM-0855,Mastering Chemistry 4,Author H. Johnson,2,2,0,1,4.0,No Action Needed
BM-0217,Fundamentals of Biology 10,Author K. Smith,2,2,0,1,4.0,No Action Needed
BM-0554,Introduction to Python 6,Author X. Jones,1,1,0,1,3.0,No Action Needed
BM-0578,Mastering History 7,Author Z. Brown,1,1,0,1,3.0,No Action Needed
BM-0329,History of Calculus 2,Author G. Williams,3,3,0,0,3.0,No Action Needed
BM-0006,The Art of Calculus 8,Author P. Johnson,3,3,0,0,3.0,No Action Needed
BM-0494,Advanced Machine Learning 7,Author R. Smith,1,1,0,1,3.0,No Action Needed
BM-0500,The Art of Biology 2,Author Z. Smith,1,1,0,1,3.0,No Action Needed
BM-0583,Handbook of Physics 4,Author H. Williams,1,1,0,1,3.0,No Action Needed
BM-0580,The Art of Art 5,Author I. Brown,1,1,0,1,3.0,No Action Needed
BM-0771,History of Machine Learning 2,Author P. Johnson,3,3,0,0,3.0,No Action Needed
BM-0367,The Art of History 9,Author Y. Jones,3,3,0,0,3.0,No Action Needed
BM-0186,Fundamentals of Art 3,Author L. Williams,1,1,0,1,3.0,No Action Needed
BM-0181,Handbook of Biology 7,Author N. Johnson,1,1,0,1,3.0,No Action Needed
BM-0440,History of Physics 1,Author X. Smith,3,3,0,0,3.0,No Action Needed
BM-0299,The Art of Java 7,Author K. Jones,3,3,0,0,3.0,No Action Needed
BM-0907,Fundamentals of Music 3,Author A. Brown,3,3,0,0,3.0,No Action Needed
BM-0129,Handbook of Machine Learning 5,Author L. Smith,3,3,0,0,3.0,No Action Needed
BM-0407,Advanced Calculus 5,Author B. Smith,1,1,0,1,3.0,No Action Needed
BM-0045,Advanced Chemistry 9,Author K. Jones,3,3,0,0,3.0,No Action Needed
BM-0644,Fundamentals of Java 10,Author A. Jones,3,3,0,0,3.0,No Action Needed
BM-0900,Handbook of Calculus 3,Author X. Johnson,3,3,0,0,3.0,No Action Needed
BM-0894,Advanced Physics 8,Author G. Johnson,1,1,0,1,3.0,No Action Needed
BM-0167,The Art of Machine Learning 6,Author N. Smith,1,1,0,1,3.0,No Action Needed
BM-0193,The Art of Biology 2,Author I. Jones,1,1,0,1,3.0,No Action Needed
BM-0381,Advanced AI 4,Author S. Jones,1,1,0,1,3.0,No Action Needed
BM-0445,The Art of Philosophy 1,Author X. Jones,3,3,0,0,3.0,No Action Needed
BM-0265,Handbook of Biology 7,Author G. Jones,3,3,0,0,3.0,No Action Needed
BM-0811,Advanced Java 5,Author F. Smith,3,3,0,0,3.0,No Action Needed
BM-0423,Fundamentals of Physics 1,Author G. Smith,1,1,0,1,3.0,No Action Needed
BM-0047,Mastering Java 8,Author G. Jones,3,3,0,0,3.0,No Action Needed
BM-0881,Mastering Music 10,Author L. Jones,3,3,0,0,3.0,No Action Needed
BM-0051,Handbook of History 6,Author O. Jones,3,3,0,0,3.0,No Action Needed
BM-0097,Handbook of Java 9,Author I. Brown,3,3,0,0,3.0,No Action Needed
BM-0429,The Art of Machine Learning 9,Author H. Jones,1,1,0,1,3.0,No Action Needed
BM-0696,Fundamentals of Biology 2,Author A. Brown,1,1,0,1,3.0,No Action Needed
BM-0949,Guide to Python 10,Author Y. Jones,3,3,0,0,3.0,No Action Needed
BM-0057,Mastering Chemistry 9,Author V. Williams,3,3,0,0,3.0,No Action Needed
BM-0902,Introduction to Music 5,Author G. Jones,1,1,0,1,3.0,No Action Needed
BM-0724,History of Machine Learning 8,Author P. Smith,1,1,0,1,3.0,No Action Needed
BM-0715,Introduction to Calculus 3,Author B. Johnson,1,1,0,1,3.0,No Action Needed
BM-0425,Introduction to Python 3,Author S. Williams,1,1,0,1,3.0,No Action Needed
BM-0017,Mastering Machine Learning 10,Author L. Johnson,1,1,0,1,3.0,No Action Needed
BM-0018,History of Calculus 10,Author S. Williams,1,1,0,1,3.0,No Action Needed
BM-0462,Handbook of Philosophy 10,Author D. Brown,1,1,0,1,3.0,No Action Needed
BM-0655,Introduction to Economics 6,Author Q. Jones,1,1,0,1,3.0,No Action Needed
BM-0111,Mastering Chemistry 1,Author L. Smith,1,1,0,1,3.0,No Action Needed
BM-0683,Guide to Machine Learning 8,Author V. Brown,1,1,0,1,3.0,No Action Needed
BM-0986,Handbook of Biology 5,Author B. Brown,3,3,0,0,3.0,No Action Needed
BM-0024,Handbook of Python 7,Author V. Jones,3,3,0,0,3.0,No Action Needed
BM-0306,Guide to Java 8,Author N. Brown,3,3,0,0,3.0,No Action Needed
BM-0737,The Art of Biology 6,Author G. Jones,3,3,0,0,3.0,No Action Needed
BM-0402,Guide to Java 8,Author Q. Brown,3,3,0,0,3.0,No Action Needed
BM-0282,Introduction to Art 2,Author Q. Johnson,3,3,0,0,3.0,No Action Needed
BM-0710,History of AI 7,Author M. Brown,3,3,0,0,3.0,No Action Needed
BM-0562,Advanced History 3,Author T. Jones,3,3,0,0,3.0,No Action Needed
BM-0401,Mastering History 6,Author R. Smith,3,3,0,0,3.0,No Action Needed
BM-0743,History of Machine Learning 8,Author D. Williams,1,1,0,1,3.0,No Action Needed
BM-0271,Guide to Economics 3,Author O. Jones,1,1,0,1,3.0,No Action Needed
BM-0270,Handbook of Music 2,Author J. Williams,1,1,0,1,3.0,No Action Needed
BM-0842,Fundamentals of Physics 6,Author X. Smith,1,1,0,1,3.0,No Action Needed
BM-0772,Handbook of Java 9,Author J. Brown,1,1,0,1,3.0,No Action Needed
BM-0287,Introduction to Philosophy 4,Author W. Smith,1,1,0,1,3.0,No Action Needed
BM-0558,Mastering AI 9,Author I. Johnson,3,3,0,0,3.0,No Action Needed
BM-0115,Guide to Philosophy 2,Author V. Williams,3,3,0,0,3.0,No Action Needed
BM-0323,Fundamentals of Music 1,Author N. Johnson,3,3,0,0,3.0,No Action Needed
BM-0796,Fundamentals of Physics 6,Author M. Jones,3,3,0,0,3.0,No Action Needed
BM-0592,Handbook of Chemistry 6,Author G. Brown,1,1,0,1,3.0,No Action Needed
BM-0028,Guide to Art 5,Author P. Jones,1,1,0,1,3.0,No Action Needed
BM-0596,History of Music 7,Author Q. Williams,1,1,0,1,3.0,No Action Needed
BM-0752,The Art of Philosophy 8,Author C. Jones,3,3,0,0,3.0,No Action Needed
BM-0353,Handbook of Java 9,Author I. Williams,3,3,0,0,3.0,No Action Needed
BM-0359,Mastering Physics 5,Author F. Johnson,3,3,0,0,3.0,No Action Needed
BM-0107,Guide to Machine Learning 6,Author G. Williams,3,3,0,0,3.0,No Action Needed
BM-0708,The Art of Physics 5,Author G. Jones,1,1,0,1,3.0,No Action Needed
BM-0631,Handbook of Art 1,Author X. Brown,3,3,0,0,3.0,No Action Needed
BM-0404,Guide to Chemistry 6,Author T. Brown,1,1,0,1,3.0,No Action Needed
BM-0280,Introduction to Java 9,Author T. Jones,2,2,0,0,2.0,No Action Needed
BM-0951,The Art of Calculus 8,Author S. Brown,2,2,0,0,2.0,No Action Needed
BM-0049,Handbook of Python 6,Author Y. Brown,2,2,0,0,2.0,No Action Needed
BM-0281,The Art of Physics 8,Author P. Williams,2,2,0,0,2.0,No Action Needed
BM-0996,Advanced Calculus 6,Author H. Smith,2,2,0,0,2.0,No Action Needed
BM-0990,Advanced Java 1,Author G. Brown,2,2,0,0,2.0,No Action Needed
BM-0010,Introduction to Machine Learning 3,Author I. Smith,2,2,0,0,2.0,No Action Needed
BM-0012,The Art of Economics 4,Author U. Jones,2,2,0,0,2.0,No Action Needed
BM-0132,Handbook of Python 9,Author M. Brown,2,2,0,0,2.0,No Action Needed
BM-0165,History of Chemistry 9,Author Y. Jones,2,2,0,0,2.0,No Action Needed
BM-0420,History of Calculus 7,Author N. Williams,2,2,0,0,2.0,No Action Needed
BM-0966,Advanced Chemistry 10,Author Z. Williams,2,2,0,0,2.0,No Action Needed
BM-0058,Advanced Music 5,Author M. Jones,2,2,0,0,2.0,No Action Needed
BM-0791,The Art of History 8,Author B. Johnson,2,2,0,0,2.0,No Action Needed
BM-0921,Fundamentals of AI 4,Author G. Williams,2,2,0,0,2.0,No Action Needed
BM-0495,Advanced Music 1,Author T. Johnson,2,2,0,0,2.0,No Action Needed
BM-0661,Guide to AI 9,Author Z. Williams,2,2,0,0,2.0,No Action Needed
BM-0647,Advanced Philosophy 10,Author K. Johnson,2,2,0,0,2.0,No Action Needed
BM-0519,Mastering Chemistry 9,Author E. Johnson,2,2,0,0,2.0,No Action Needed
BM-0626,Advanced AI 1,Author Q. Brown,2,2,0,0,2.0,No Action Needed
BM-0561,Fundamentals of Calculus 4,Author I. Brown,2,2,0,0,2.0,No Action Needed
BM-0935,Mastering Art 10,Author I. Smith,2,2,0,0,2.0,No Action Needed
BM-0821,Mastering Calculus 3,Author P. Brown,2,2,0,0,2.0,No Action Needed
BM-0068,Advanced Biology 10,Author L. Williams,2,2,0,0,2.0,No Action Needed
BM-0071,Advanced Biology 4,Author U. Smith,2,2,0,0,2.0,No Action Needed
BM-0546,Fundamentals of Philosophy 4,Author T. Williams,2,2,0,0,2.0,No Action Needed
BM-0542,Mastering AI 9,Author I. Jones,2,2,0,0,2.0,No Action Needed
BM-0449,Handbook of Art 6,Author B. Williams,2,2,0,0,2.0,No Action Needed
BM-0380,Mastering Philosophy 1,Author D. Brown,2,2,0,0,2.0,No Action Needed
BM-0260,Guide to AI 4,Author P. Smith,2,2,0,0,2.0,No Action Needed
BM-0770,Guide to Biology 10,Author J. Johnson,2,2,0,0,2.0,No Action Needed
BM-0768,Handbook of Economics 4,Author W. Jones,2,2,0,0,2.0,No Action Needed
BM-0863,The Art of Art 1,Author T. Jones,2,2,0,0,2.0,No Action Needed
BM-0161,Mastering Chemistry 9,Author U. Johnson,2,2,0,0,2.0,No Action Needed
BM-0403,Fundamentals of AI 5,Author Z. Jones,2,2,0,0,2.0,No Action Needed
BM-0144,Introduction to Physics 5,Author Y. Smith,2,2,0,0,2.0,No Action Needed
BM-0434,Fundamentals of Java 8,Author N. Brown,2,2,0,0,2.0,No Action Needed
BM-0807,Mastering Biology 4,Author H. Jones,2,2,0,0,2.0,No Action Needed
BM-0320,Guide to Java 4,Author Z. Williams,2,2,0,0,2.0,No Action Needed
BM-0911,The Art of Biology 1,Author G. Smith,2,2,0,0,2.0,No Action Needed
BM-0267,The Art of Physics 3,Author J. Johnson,2,2,0,0,2.0,No Action Needed
BM-0945,Mastering Physics 3,Author Z. Smith,2,2,0,0,2.0,No Action Needed
BM-0942,Guide to Calculus 3,Author F. Brown,2,2,0,0,2.0,No Action Needed
BM-0064,The Art of Economics 7,Author W. Jones,2,2,0,0,2.0,No Action Needed
BM-0566,The Art of Physics 10,Author Q. Jones,2,2,0,0,2.0,No Action Needed
BM-0313,History of Physics 10,Author Q. Johnson,2,2,0,0,2.0,No Action Needed
BM-0717,Introduction to Philosophy 9,Author V. Brown,2,2,0,0,2.0,No Action Needed
BM-0393,History of Chemistry 6,Author W. Brown,2,2,0,0,2.0,No Action Needed
BM-0392,The Art of Calculus 5,Author V. Smith,2,2,0,0,2.0,No Action Needed
BM-0374,Advanced Calculus 9,Author J. Brown,2,2,0,0,2.0,No Action Needed
BM-0351,Handbook of Economics 9,Author T. Brown,2,2,0,0,2.0,No Action Needed
BM-0350,Advanced Music 2,Author R. Williams,2,2,0,0,2.0,No Action Needed
BM-0348,History of Music 10,Author Y. Smith,2,2,0,0,2.0,No Action Needed
BM-0541,Handbook of Chemistry 5,Author Y. Jones,2,2,0,0,2.0,No Action Needed
BM-0539,Fundamentals of Java 3,Author F. Williams,2,2,0,0,2.0,No Action Needed
BM-0829,Handbook of Chemistry 5,Author Y. Brown,2,2,0,0,2.0,No Action Needed
BM-0518,History of Python 8,Author T. Brown,1,1,0,0,1.0,No Action Needed
BM-0567,Mastering Art 4,Author M. Smith,1,1,0,0,1.0,No Action Needed
BM-0623,Introduction to Calculus 3,Author O. Johnson,1,1,0,0,1.0,No Action Needed
BM-0628,Advanced Philosophy 7,Author U. Jones,1,1,0,0,1.0,No Action Needed
BM-0633,Fundamentals of Physics 9,Author D. Smith,1,1,0,0,1.0,No Action Needed
BM-0613,The Art of Python 9,Author Z. Brown,1,1,0,0,1.0,No Action Needed
BM-0079,Advanced Chemistry 9,Author C. Smith,1,1,0,0,1.0,No Action Needed
