Itemset,Itemset_Size,Count,Support
Guide to Music 5 | Handbook of Calculus 4,2,1,0.0007
Guide to Music 5 | Mastering Art 10,2,1,0.0007
Handbook of Calculus 4 | Mastering Art 10,2,1,0.0007
Fundamentals of Java 1 | Mastering Philosophy 4,2,1,0.0007
Advanced Java 5 | Guide to Python 4,2,1,0.0007
Advanced Java 5 | Introduction to Python 1,2,1,0.0007
Guide to Python 4 | Introduction to Python 1,2,1,0.0007
Advanced Chemistry 1 | Introduction to Biology 6,2,1,0.0007
History of Calculus 1 | Introduction to Art 5,2,1,0.0007
History of Calculus 1 | The Art of History 9,2,1,0.0007
Introduction to Art 5 | The Art of History 9,2,1,0.0007
Advanced Economics 5 | Advanced Philosophy 9,2,1,0.0007
Advanced Economics 5 | Fundamentals of Music 4,2,1,0.0007
Advanced Philosophy 9 | Fundamentals of Music 4,2,1,0.0007
Fundamentals of Chemistry 6 | Guide to Music 8,2,1,0.0007
Introduction to History 10 | Mastering Biology 9,2,1,0.0007
Introduction to History 10 | The Art of History 5,2,1,0.0007
Mastering Biology 9 | The Art of History 5,2,1,0.0007
History of Machine Learning 4 | The Art of Machine Learning 2,2,1,0.0007
Introduction to Philosophy 1 | The Art of Physics 1,2,1,0.0007
Introduction to Philosophy 7 | The Art of Music 1,2,1,0.0007
Introduction to Philosophy 7 | The Art of Philosophy 4,2,1,0.0007
The Art of Music 1 | The Art of Philosophy 4,2,1,0.0007
Advanced Economics 7 | Fundamentals of Philosophy 6,2,1,0.0007
Advanced Economics 7 | The Art of Python 9,2,1,0.0007
Fundamentals of Philosophy 6 | The Art of Python 9,2,1,0.0007
Advanced Art 6 | Guide to Machine Learning 1,2,1,0.0007
Advanced Art 6 | Mastering Chemistry 9,2,1,0.0007
Guide to Machine Learning 1 | Mastering Chemistry 9,2,1,0.0007
Introduction to Philosophy 7 | Mastering History 7,2,1,0.0007
Advanced Biology 10 | Mastering Art 9,2,1,0.0007
Advanced Biology 10 | Mastering Calculus 3,2,1,0.0007
Mastering Art 9 | Mastering Calculus 3,2,1,0.0007
History of Music 4 | History of Philosophy 1,2,1,0.0007
The Art of AI 10 | The Art of Calculus 8,2,1,0.0007
Fundamentals of Physics 9 | Guide to Art 1,2,1,0.0007
Fundamentals of Physics 9 | History of Philosophy 8,2,1,0.0007
Guide to Art 1 | History of Philosophy 8,2,1,0.0007
Guide to Python 4 | Introduction to AI 8,2,1,0.0007
Advanced Physics 2 | The Art of Calculus 3,2,1,0.0007
Guide to Art 6 | Introduction to Music 1,2,1,0.0007
Guide to Machine Learning 2 | Introduction to History 10,2,1,0.0007
Advanced Art 6 | Advanced Python 7,2,1,0.0007
Advanced Art 6 | Guide to Calculus 9,2,1,0.0007
Advanced Python 7 | Guide to Calculus 9,2,1,0.0007
Advanced Physics 2 | Introduction to Chemistry 3,2,1,0.0007
Advanced Physics 2 | The Art of Art 8,2,1,0.0007
Introduction to Chemistry 3 | The Art of Art 8,2,1,0.0007
Advanced Music 4 | Fundamentals of Java 10,2,1,0.0007
Advanced Music 4 | Introduction to Art 6,2,1,0.0007
Fundamentals of Java 10 | Introduction to Art 6,2,1,0.0007
Handbook of Python 4 | Introduction to AI 10,2,1,0.0007
Advanced Music 10 | Fundamentals of Philosophy 2,2,1,0.0007
Handbook of History 9 | The Art of Economics 9,2,1,0.0007
Handbook of Java 9 | The Art of Python 5,2,1,0.0007
Advanced Economics 7 | Advanced Economics 9,2,1,0.0007
Guide to AI 5 | History of Physics 1,2,1,0.0007
Fundamentals of Java 1 | The Art of Art 2,2,1,0.0007
Fundamentals of Music 3 | Mastering Music 6,2,1,0.0007
Guide to History 7 | Introduction to History 7,2,1,0.0007
Advanced Music 8 | Mastering Art 6,2,1,0.0007
Advanced Music 8 | The Art of Java 2,2,1,0.0007
Mastering Art 6 | The Art of Java 2,2,1,0.0007
Advanced Machine Learning 1 | Fundamentals of Chemistry 8,2,1,0.0007
Advanced Machine Learning 1 | Introduction to Biology 4,2,1,0.0007
Fundamentals of Chemistry 8 | Introduction to Biology 4,2,1,0.0007
Introduction to Chemistry 5 | Mastering Chemistry 10,2,1,0.0007
Mastering History 7 | The Art of Python 7,2,1,0.0007
Fundamentals of Biology 3 | The Art of Philosophy 4,2,1,0.0007
Handbook of Philosophy 9 | History of Art 7,2,1,0.0007
Guide to Economics 3 | Handbook of Chemistry 6,2,1,0.0007
Guide to Economics 3 | Introduction to Java 10,2,1,0.0007
Handbook of Chemistry 6 | Introduction to Java 10,2,1,0.0007
Advanced Chemistry 6 | Guide to Java 8,2,1,0.0007
Advanced Chemistry 6 | Introduction to Machine Learning 7,2,1,0.0007
Guide to Java 8 | Introduction to Machine Learning 7,2,1,0.0007
Fundamentals of Chemistry 9 | History of Art 8,2,1,0.0007
History of Art 8 | Mastering Java 10,2,1,0.0007
Fundamentals of Java 1 | Introduction to Physics 3,2,1,0.0007
Fundamentals of Java 1 | The Art of History 6,2,1,0.0007
Advanced Chemistry 1 | Advanced Java 1,2,1,0.0007
Advanced Chemistry 1 | Mastering Music 8,2,1,0.0007
Advanced Java 1 | Mastering Music 8,2,1,0.0007
Introduction to Music 1 | Mastering Python 6,2,1,0.0007
Fundamentals of Music 8 | The Art of Biology 8,2,1,0.0007
Fundamentals of Music 8 | The Art of Physics 3,2,1,0.0007
The Art of Biology 8 | The Art of Physics 3,2,1,0.0007
Mastering Java 3 | Mastering Music 9,2,1,0.0007
Fundamentals of Java 9 | Mastering Calculus 7,2,1,0.0007
History of Economics 4 | History of Machine Learning 1,2,1,0.0007
History of Economics 4 | Mastering Calculus 4,2,1,0.0007
History of Machine Learning 1 | Mastering Calculus 4,2,1,0.0007
Handbook of Python 6 | Mastering Chemistry 2,2,1,0.0007
Handbook of Python 6 | Mastering Chemistry 3,2,1,0.0007
Mastering Chemistry 2 | Mastering Chemistry 3,2,1,0.0007
Advanced Music 4 | Advanced Python 5,2,1,0.0007
Advanced Music 4 | Handbook of Machine Learning 5,2,1,0.0007
Advanced Python 5 | Handbook of Machine Learning 5,2,1,0.0007
History of Music 2 | History of Physics 6,2,1,0.0007
History of Music 2 | The Art of History 2,2,1,0.0007
History of Physics 6 | The Art of History 2,2,1,0.0007
Handbook of AI 9 | Introduction to Chemistry 5,2,1,0.0007
Fundamentals of Art 6 | Guide to Music 2,2,1,0.0007
Fundamentals of Art 6 | Introduction to Machine Learning 1,2,1,0.0007
Guide to Music 2 | Introduction to Machine Learning 1,2,1,0.0007
Mastering History 2 | Mastering Java 4,2,1,0.0007
Advanced Python 5 | History of Economics 6,2,1,0.0007
Advanced Economics 9 | Mastering Chemistry 7,2,1,0.0007
Handbook of Java 3 | Mastering Calculus 9,2,1,0.0007
Advanced Music 8 | Handbook of Python 4,2,1,0.0007
Fundamentals of Biology 4 | Guide to Music 2,2,1,0.0007
Fundamentals of Biology 4 | Guide to Physics 1,2,1,0.0007
Guide to Music 2 | Guide to Physics 1,2,1,0.0007
Advanced History 10 | Advanced Python 3,2,1,0.0007
Advanced Chemistry 4 | Introduction to Machine Learning 2,2,1,0.0007
Fundamentals of Philosophy 8 | Introduction to Machine Learning 7,2,1,0.0007
Fundamentals of Philosophy 8 | The Art of Philosophy 1,2,1,0.0007
Introduction to Machine Learning 7 | The Art of Philosophy 1,2,1,0.0007
Fundamentals of Python 8 | The Art of Python 5,2,1,0.0007
Fundamentals of Machine Learning 5 | Fundamentals of Philosophy 9,2,1,0.0007
History of Calculus 4 | Introduction to Art 5,2,1,0.0007
Advanced Chemistry 1 | The Art of History 1,2,1,0.0007
Guide to Philosophy 9 | The Art of Calculus 1,2,1,0.0007
Guide to Philosophy 9 | The Art of Philosophy 6,2,1,0.0007
The Art of Calculus 1 | The Art of Philosophy 6,2,1,0.0007
Guide to Music 9 | Handbook of Art 1,2,1,0.0007
Advanced Art 1 | History of Biology 3,2,1,0.0007
Fundamentals of Economics 6 | History of Biology 3,2,1,0.0007
Fundamentals of Philosophy 6 | Handbook of Python 7,2,1,0.0007
Fundamentals of Philosophy 6 | Mastering Chemistry 4,2,1,0.0007
Handbook of Python 7 | Mastering Chemistry 4,2,1,0.0007
Fundamentals of Art 5 | The Art of Calculus 7,2,1,0.0007
Fundamentals of Art 5 | The Art of Philosophy 1,2,1,0.0007
The Art of Calculus 7 | The Art of Philosophy 1,2,1,0.0007
Fundamentals of Chemistry 6 | Fundamentals of Java 1,2,1,0.0007
Advanced Python 8 | Mastering Biology 9,2,1,0.0007
Handbook of Music 5 | Mastering History 3,2,1,0.0007
Handbook of Music 5 | The Art of Calculus 7,2,1,0.0007
Mastering History 3 | The Art of Calculus 7,2,1,0.0007
Advanced Chemistry 10 | History of Python 9,2,1,0.0007
Advanced Chemistry 10 | Introduction to Java 5,2,1,0.0007
History of Python 9 | Introduction to Java 5,2,1,0.0007
Guide to Biology 3 | Introduction to Calculus 2,2,1,0.0007
Fundamentals of Physics 2 | Mastering Chemistry 10,2,1,0.0007
Advanced Chemistry 5 | Fundamentals of Machine Learning 6,2,1,0.0007
Guide to Music 2 | Introduction to Java 8,2,1,0.0007
Guide to Music 2 | Mastering Biology 8,2,1,0.0007
Introduction to Java 8 | Mastering Biology 8,2,1,0.0007
History of Chemistry 4 | The Art of Economics 4,2,1,0.0007
History of Calculus 8 | History of History 2,2,1,0.0007
Guide to AI 1 | Mastering Machine Learning 10,2,1,0.0007
Mastering Python 6 | The Art of Art 8,2,1,0.0007
Mastering Python 6 | The Art of Physics 10,2,1,0.0007
The Art of Art 8 | The Art of Physics 10,2,1,0.0007
History of Chemistry 4 | Introduction to Philosophy 5,2,1,0.0007
Guide to Python 1 | History of Biology 1,2,1,0.0007
Advanced Art 4 | Advanced Art 9,2,1,0.0007
Advanced Art 4 | History of History 7,2,1,0.0007
Advanced Art 9 | History of History 7,2,1,0.0007
Fundamentals of Chemistry 10 | Handbook of Music 7,2,1,0.0007
Advanced Python 5 | Handbook of Philosophy 10,2,1,0.0007
Advanced Python 5 | The Art of Economics 8,2,1,0.0007
Handbook of Philosophy 10 | The Art of Economics 8,2,1,0.0007
Advanced Biology 1 | Guide to AI 10,2,1,0.0007
Advanced Biology 1 | The Art of Economics 8,2,1,0.0007
Guide to AI 10 | The Art of Economics 8,2,1,0.0007
Fundamentals of Chemistry 9 | Fundamentals of Machine Learning 9,2,1,0.0007
Advanced Art 1 | Guide to Music 2,2,1,0.0007
Advanced Art 1 | Handbook of Physics 4,2,1,0.0007
Guide to Music 2 | Handbook of Physics 4,2,1,0.0007
Guide to Chemistry 2 | Mastering Music 6,2,1,0.0007
Handbook of Physics 4 | Mastering Calculus 3,2,1,0.0007
Fundamentals of AI 5 | Introduction to Biology 4,2,1,0.0007
Fundamentals of AI 5 | The Art of Philosophy 9,2,1,0.0007
Introduction to Biology 4 | The Art of Philosophy 9,2,1,0.0007
Fundamentals of Chemistry 4 | History of AI 5,2,1,0.0007
Fundamentals of Chemistry 4 | The Art of History 10,2,1,0.0007
History of AI 5 | The Art of History 10,2,1,0.0007
Advanced Calculus 7 | Advanced History 4,2,1,0.0007
Advanced Calculus 7 | Guide to Machine Learning 5,2,1,0.0007
Advanced History 4 | Guide to Machine Learning 5,2,1,0.0007
Fundamentals of Philosophy 8 | History of Calculus 1,2,1,0.0007
Fundamentals of Philosophy 8 | Mastering Philosophy 6,2,1,0.0007
History of Calculus 1 | Mastering Philosophy 6,2,1,0.0007
Handbook of Economics 9 | Introduction to Java 9,2,1,0.0007
Mastering Machine Learning 10 | The Art of Java 6,2,1,0.0007
History of Biology 8 | History of History 7,2,1,0.0007
Advanced Biology 4 | Handbook of Art 1,2,1,0.0007
Handbook of Machine Learning 2 | Mastering Java 10,2,1,0.0007
Handbook of Machine Learning 2 | The Art of History 2,2,1,0.0007
Mastering Java 10 | The Art of History 2,2,1,0.0007
Advanced Music 4 | The Art of History 8,2,1,0.0007
Fundamentals of Java 3 | The Art of Python 6,2,1,0.0007
Fundamentals of Music 6 | Guide to Biology 7,2,1,0.0007
Advanced Java 1 | Guide to Economics 1,2,1,0.0007
Advanced Java 1 | The Art of Art 9,2,1,0.0007
Guide to Economics 1 | The Art of Art 9,2,1,0.0007
Advanced Chemistry 4 | Guide to Biology 1,2,1,0.0007
Fundamentals of Art 5 | Guide to Physics 1,2,1,0.0007
Fundamentals of Art 5 | Handbook of Chemistry 7,2,1,0.0007
Guide to Physics 1 | Handbook of Chemistry 7,2,1,0.0007
Handbook of History 3 | The Art of History 2,2,1,0.0007
Guide to Biology 10 | The Art of Calculus 3,2,1,0.0007
Introduction to Chemistry 9 | Mastering Java 8,2,1,0.0007
History of History 7 | Mastering History 8,2,1,0.0007
History of History 7 | Mastering Machine Learning 3,2,1,0.0007
Mastering History 8 | Mastering Machine Learning 3,2,1,0.0007
Advanced Art 4 | Fundamentals of AI 2,2,1,0.0007
Handbook of Physics 7 | Mastering Calculus 1,2,1,0.0007
Guide to Philosophy 3 | History of History 10,2,1,0.0007
Guide to Philosophy 3 | Mastering Calculus 1,2,1,0.0007
History of History 10 | Mastering Calculus 1,2,1,0.0007
Advanced Java 1 | Fundamentals of Physics 1,2,1,0.0007
Fundamentals of Java 1 | Guide to Music 9,2,1,0.0007
Fundamentals of Java 1 | Mastering Java 8,2,1,0.0007
Guide to Music 9 | Mastering Java 8,2,1,0.0007
History of Python 7 | The Art of History 3,2,1,0.0007
Fundamentals of Python 4 | Mastering Philosophy 4,2,1,0.0007
History of AI 8 | Mastering Philosophy 9,2,1,0.0007
History of AI 8 | The Art of Machine Learning 3,2,1,0.0007
Mastering Philosophy 9 | The Art of Machine Learning 3,2,1,0.0007
Fundamentals of Python 10 | The Art of AI 9,2,1,0.0007
History of Calculus 2 | The Art of History 9,2,1,0.0007
History of Machine Learning 10 | History of Music 3,2,1,0.0007
History of Machine Learning 10 | Mastering Java 6,2,1,0.0007
History of Music 3 | Mastering Java 6,2,1,0.0007
Handbook of Chemistry 5 | Handbook of Music 6,2,1,0.0007
Handbook of Chemistry 5 | The Art of Calculus 3,2,1,0.0007
Handbook of Music 6 | The Art of Calculus 3,2,1,0.0007
Handbook of Biology 7 | History of Music 9,2,1,0.0007
Advanced Chemistry 5 | Advanced Economics 9,2,1,0.0007
Advanced History 5 | Fundamentals of AI 5,2,1,0.0007
Advanced History 5 | Mastering AI 6,2,1,0.0007
Fundamentals of AI 5 | Mastering AI 6,2,1,0.0007
Handbook of Art 5 | Introduction to Philosophy 3,2,1,0.0007
Fundamentals of Chemistry 10 | Introduction to Biology 6,2,1,0.0007
Fundamentals of Chemistry 10 | Mastering Economics 5,2,1,0.0007
Introduction to Biology 6 | Mastering Economics 5,2,1,0.0007
Handbook of Philosophy 10 | History of Music 2,2,1,0.0007
Handbook of Philosophy 10 | Introduction to Philosophy 6,2,1,0.0007
History of Music 2 | Introduction to Philosophy 6,2,1,0.0007
Advanced Chemistry 5 | Guide to AI 10,2,1,0.0007
Advanced Chemistry 5 | Mastering Calculus 2,2,1,0.0007
Advanced Chemistry 5 | The Art of AI 7,2,1,0.0007
Mastering Calculus 2 | The Art of AI 7,2,1,0.0007
Handbook of Calculus 8 | History of Chemistry 9,2,1,0.0007
Handbook of Music 5 | History of Philosophy 9,2,1,0.0007
Handbook of Music 5 | Mastering Art 8,2,1,0.0007
History of Philosophy 9 | Mastering Art 8,2,1,0.0007
Advanced Calculus 8 | Guide to Music 5,2,1,0.0007
Advanced Calculus 8 | History of Biology 6,2,1,0.0007
Guide to Music 5 | History of Biology 6,2,1,0.0007
Handbook of Economics 9 | The Art of History 5,2,1,0.0007
Advanced Biology 4 | Advanced Python 1,2,1,0.0007
Advanced Biology 4 | The Art of AI 9,2,1,0.0007
Advanced Python 1 | The Art of AI 9,2,1,0.0007
Fundamentals of Music 7 | Handbook of Art 6,2,1,0.0007
Fundamentals of Music 7 | History of AI 3,2,1,0.0007
Handbook of Art 6 | History of AI 3,2,1,0.0007
Guide to Economics 5 | Handbook of Economics 4,2,1,0.0007
History of Machine Learning 8 | Introduction to Physics 8,2,1,0.0007
Advanced Java 1 | Introduction to History 4,2,1,0.0007
History of History 7 | Introduction to Java 8,2,1,0.0007
Guide to Machine Learning 5 | Introduction to AI 8,2,1,0.0007
Guide to Machine Learning 5 | Introduction to Python 5,2,1,0.0007
Introduction to AI 8 | Introduction to Python 5,2,1,0.0007
Fundamentals of Machine Learning 3 | Guide to Physics 1,2,1,0.0007
Fundamentals of Machine Learning 3 | History of Calculus 3,2,1,0.0007
Guide to Physics 1 | History of Calculus 3,2,1,0.0007
History of Art 3 | History of Economics 6,2,1,0.0007
History of Art 3 | Mastering Physics 5,2,1,0.0007
History of Economics 6 | Mastering Physics 5,2,1,0.0007
Advanced Calculus 9 | Mastering Economics 9,2,1,0.0007
Advanced Calculus 9 | The Art of Calculus 5,2,1,0.0007
Mastering Economics 9 | The Art of Calculus 5,2,1,0.0007
The Art of Biology 7 | The Art of Calculus 8,2,1,0.0007
Advanced Chemistry 1 | Advanced Music 4,2,1,0.0007
Advanced Calculus 6 | Fundamentals of Biology 3,2,1,0.0007
History of Economics 8 | Introduction to AI 3,2,1,0.0007
Introduction to AI 3 | Mastering Calculus 6,2,1,0.0007
Fundamentals of Calculus 10 | Mastering Biology 7,2,1,0.0007
Advanced AI 2 | Advanced Machine Learning 8,2,1,0.0007
Advanced AI 2 | Fundamentals of Python 7,2,1,0.0007
Advanced Machine Learning 8 | Fundamentals of Python 7,2,1,0.0007
Advanced Physics 2 | Guide to Art 2,2,1,0.0007
Advanced Physics 2 | Mastering Art 2,2,1,0.0007
Guide to Art 2 | Mastering Art 2,2,1,0.0007
Advanced Economics 3 | History of Music 7,2,1,0.0007
Advanced Economics 1 | Guide to Machine Learning 5,2,1,0.0007
Advanced Economics 1 | Introduction to Python 7,2,1,0.0007
Guide to Machine Learning 5 | Introduction to Python 7,2,1,0.0007
Advanced Java 8 | Introduction to History 1,2,1,0.0007
Advanced Art 1 | Guide to Machine Learning 6,2,1,0.0007
Advanced Chemistry 4 | Fundamentals of Machine Learning 5,2,1,0.0007
Advanced Chemistry 4 | Mastering Chemistry 9,2,1,0.0007
Fundamentals of Machine Learning 5 | Mastering Chemistry 9,2,1,0.0007
Advanced Machine Learning 1 | Handbook of AI 6,2,1,0.0007
Fundamentals of Chemistry 4 | Handbook of AI 6,2,1,0.0007
Introduction to Music 8 | Mastering Philosophy 1,2,1,0.0007
Advanced Machine Learning 1 | Handbook of Physics 2,2,1,0.0007
Fundamentals of Chemistry 4 | Handbook of Physics 2,2,1,0.0007
Advanced Python 4 | History of Calculus 7,2,1,0.0007
Guide to Art 3 | History of Chemistry 6,2,1,0.0007
Advanced Python 8 | History of AI 7,2,1,0.0007
Advanced Python 8 | History of Physics 1,2,1,0.0007
History of AI 7 | History of Physics 1,2,1,0.0007
Fundamentals of Economics 6 | The Art of Economics 8,2,1,0.0007
Fundamentals of Python 1 | Guide to AI 10,2,1,0.0007
Fundamentals of Python 1 | Guide to History 7,2,1,0.0007
Guide to AI 10 | Guide to History 7,2,1,0.0007
Advanced Calculus 9 | Fundamentals of Chemistry 7,2,1,0.0007
Advanced Calculus 9 | Handbook of Java 9,2,1,0.0007
Fundamentals of Chemistry 7 | Handbook of Java 9,2,1,0.0007
Advanced Calculus 6 | Advanced Chemistry 9,2,1,0.0007
Fundamentals of Chemistry 9 | Guide to Machine Learning 6,2,1,0.0007
Fundamentals of Chemistry 9 | Handbook of Calculus 1,2,1,0.0007
Guide to Machine Learning 6 | Handbook of Calculus 1,2,1,0.0007
Handbook of Physics 4 | Mastering Music 8,2,1,0.0007
Handbook of Physics 4 | The Art of Python 3,2,1,0.0007
Mastering Music 8 | The Art of Python 3,2,1,0.0007
The Art of AI 9 | The Art of Art 3,2,1,0.0007
Fundamentals of Physics 9 | Handbook of History 9,2,1,0.0007
Fundamentals of Physics 5 | The Art of History 5,2,1,0.0007
Fundamentals of Physics 9 | Fundamentals of Python 9,2,1,0.0007
Fundamentals of Physics 9 | Introduction to Chemistry 5,2,1,0.0007
Fundamentals of Python 9 | Introduction to Chemistry 5,2,1,0.0007
Handbook of Python 6 | Mastering Art 2,2,1,0.0007
Introduction to AI 8 | Introduction to Machine Learning 8,2,1,0.0007
Advanced Chemistry 7 | The Art of Art 10,2,1,0.0007
Advanced Chemistry 7 | The Art of Calculus 3,2,1,0.0007
The Art of Art 10 | The Art of Calculus 3,2,1,0.0007
Guide to Python 6 | The Art of Calculus 3,2,1,0.0007
Guide to Python 6 | The Art of Chemistry 8,2,1,0.0007
The Art of Calculus 3 | The Art of Chemistry 8,2,1,0.0007
Advanced Music 10 | The Art of Calculus 3,2,1,0.0007
History of Biology 8 | The Art of Art 8,2,1,0.0007
Advanced Calculus 5 | Handbook of Machine Learning 7,2,1,0.0007
Advanced Calculus 5 | Mastering Art 9,2,1,0.0007
Handbook of Machine Learning 7 | Mastering Art 9,2,1,0.0007
History of Calculus 3 | History of Chemistry 7,2,1,0.0007
Fundamentals of Music 3 | Handbook of History 6,2,1,0.0007
Advanced Economics 9 | Mastering Calculus 8,2,1,0.0007
Fundamentals of Machine Learning 5 | Introduction to History 9,2,1,0.0007
Fundamentals of Machine Learning 5 | The Art of Philosophy 4,2,1,0.0007
Introduction to History 9 | The Art of Philosophy 4,2,1,0.0007
Advanced Chemistry 1 | History of Art 2,2,1,0.0007
Advanced Physics 2 | History of Art 2,2,1,0.0007
Fundamentals of Physics 6 | The Art of Music 3,2,1,0.0007
Fundamentals of Physics 6 | The Art of Physics 10,2,1,0.0007
The Art of Music 3 | The Art of Physics 10,2,1,0.0007
Fundamentals of Machine Learning 5 | Handbook of Machine Learning 3,2,1,0.0007
Fundamentals of Machine Learning 5 | The Art of Physics 7,2,1,0.0007
Handbook of Machine Learning 3 | The Art of Physics 7,2,1,0.0007
Fundamentals of Physics 6 | Handbook of Chemistry 5,2,1,0.0007
Fundamentals of Physics 6 | Mastering History 2,2,1,0.0007
Handbook of Chemistry 5 | Mastering History 2,2,1,0.0007
Advanced History 7 | Handbook of Python 2,2,1,0.0007
Advanced History 7 | History of Calculus 7,2,1,0.0007
Handbook of Python 2 | History of Calculus 7,2,1,0.0007
Fundamentals of Philosophy 9 | History of Calculus 4,2,1,0.0007
Fundamentals of Philosophy 9 | History of Chemistry 5,2,1,0.0007
History of Calculus 4 | History of Chemistry 5,2,1,0.0007
Fundamentals of Java 3 | History of AI 3,2,1,0.0007
Fundamentals of Java 3 | The Art of Physics 1,2,1,0.0007
History of AI 3 | The Art of Physics 1,2,1,0.0007
Guide to AI 5 | The Art of Calculus 5,2,1,0.0007
Fundamentals of Chemistry 9 | Mastering Biology 6,2,1,0.0007
Mastering Biology 6 | Mastering Java 10,2,1,0.0007
Guide to Philosophy 3 | Introduction to Machine Learning 1,2,1,0.0007
Guide to Philosophy 3 | The Art of History 1,2,1,0.0007
Introduction to Machine Learning 1 | The Art of History 1,2,1,0.0007
Handbook of Chemistry 6 | History of AI 7,2,1,0.0007
History of Art 6 | History of Economics 4,2,1,0.0007
Advanced Physics 2 | Guide to Music 4,2,1,0.0007
Advanced Physics 2 | The Art of Philosophy 9,2,1,0.0007
Guide to Music 4 | The Art of Philosophy 9,2,1,0.0007
Handbook of Biology 5 | Handbook of Java 3,2,1,0.0007
Handbook of Biology 5 | The Art of History 1,2,1,0.0007
Handbook of Java 3 | The Art of History 1,2,1,0.0007
The Art of Music 6 | The Art of Philosophy 9,2,1,0.0007
Introduction to Art 5 | Mastering AI 6,2,1,0.0007
Advanced Calculus 1 | History of Art 2,2,1,0.0007
Advanced Calculus 1 | History of Art 7,2,1,0.0007
History of Art 2 | History of Art 7,2,1,0.0007
Advanced Music 2 | The Art of Biology 6,2,1,0.0007
Guide to Java 10 | History of Biology 5,2,1,0.0007
Guide to Java 10 | The Art of Economics 3,2,1,0.0007
History of Biology 5 | The Art of Economics 3,2,1,0.0007
Advanced Python 10 | Handbook of Biology 7,2,1,0.0007
Advanced Python 10 | The Art of Philosophy 9,2,1,0.0007
Handbook of Biology 7 | The Art of Philosophy 9,2,1,0.0007
Fundamentals of Chemistry 7 | History of Physics 1,2,1,0.0007
Fundamentals of Chemistry 7 | Mastering Chemistry 9,2,1,0.0007
History of Physics 1 | Mastering Chemistry 9,2,1,0.0007
Advanced AI 6 | Guide to Physics 1,2,1,0.0007
Advanced AI 6 | Introduction to Art 6,2,1,0.0007
Guide to Physics 1 | Introduction to Art 6,2,1,0.0007
Guide to Music 1 | Mastering Python 6,2,1,0.0007
Advanced Economics 5 | Introduction to Music 1,2,1,0.0007
Advanced Biology 4 | Guide to AI 8,2,1,0.0007
Advanced Biology 4 | Handbook of History 2,2,1,0.0007
Guide to AI 8 | Handbook of History 2,2,1,0.0007
Fundamentals of Calculus 2 | Handbook of Java 4,2,1,0.0007
Fundamentals of Calculus 2 | History of Biology 6,2,1,0.0007
Handbook of Java 4 | History of Biology 6,2,1,0.0007
Guide to Java 8 | Mastering Java 10,2,1,0.0007
Guide to Java 8 | The Art of Physics 7,2,1,0.0007
Mastering Java 10 | The Art of Physics 7,2,1,0.0007
Advanced Calculus 8 | Guide to Calculus 10,2,1,0.0007
Advanced Calculus 8 | History of Biology 3,2,1,0.0007
Guide to Calculus 10 | History of Biology 3,2,1,0.0007
Advanced Biology 1 | The Art of Physics 7,2,1,0.0007
Advanced Machine Learning 1 | Introduction to Calculus 3,2,1,0.0007
Advanced Java 2 | Introduction to Art 6,2,1,0.0007
Advanced Java 8 | Introduction to Machine Learning 3,2,1,0.0007
Advanced Java 1 | The Art of Python 9,2,1,0.0007
Guide to Biology 7 | History of Machine Learning 1,2,1,0.0007
Guide to Biology 7 | Introduction to Python 5,2,1,0.0007
History of Machine Learning 1 | Introduction to Python 5,2,1,0.0007
Handbook of AI 10 | History of Biology 9,2,1,0.0007
Mastering Calculus 6 | Mastering History 3,2,1,0.0007
Mastering Calculus 6 | The Art of History 5,2,1,0.0007
Mastering History 3 | The Art of History 5,2,1,0.0007
Advanced Physics 4 | Fundamentals of Philosophy 2,2,1,0.0007
Advanced Physics 4 | Mastering Philosophy 9,2,1,0.0007
Fundamentals of Philosophy 2 | Mastering Philosophy 9,2,1,0.0007
Handbook of Biology 10 | Mastering Biology 8,2,1,0.0007
Handbook of Biology 10 | Mastering Physics 3,2,1,0.0007
Mastering Biology 8 | Mastering Physics 3,2,1,0.0007
Fundamentals of Chemistry 8 | History of Physics 6,2,1,0.0007
Fundamentals of Economics 4 | The Art of Biology 10,2,1,0.0007
Fundamentals of Java 1 | Mastering Philosophy 1,2,1,0.0007
Fundamentals of Java 1 | The Art of Java 2,2,1,0.0007
Mastering Philosophy 1 | The Art of Java 2,2,1,0.0007
Advanced AI 2 | The Art of Art 8,2,1,0.0007
Advanced AI 2 | The Art of Economics 8,2,1,0.0007
The Art of Art 8 | The Art of Economics 8,2,1,0.0007
Guide to AI 6 | History of Music 9,2,1,0.0007
Handbook of History 8 | Mastering AI 6,2,1,0.0007
Handbook of History 8 | Mastering Economics 10,2,1,0.0007
Mastering AI 6 | Mastering Economics 10,2,1,0.0007
Advanced Chemistry 5 | Fundamentals of AI 4,2,1,0.0007
Advanced Chemistry 5 | History of Machine Learning 5,2,1,0.0007
Fundamentals of AI 4 | History of Machine Learning 5,2,1,0.0007
Fundamentals of Java 9 | The Art of Python 7,2,1,0.0007
Advanced Java 3 | The Art of History 9,2,1,0.0007
Fundamentals of Economics 7 | Introduction to Machine Learning 7,2,1,0.0007
Fundamentals of Economics 7 | Mastering Music 8,2,1,0.0007
Introduction to Machine Learning 7 | Mastering Music 8,2,1,0.0007
Advanced AI 1 | History of Chemistry 4,2,1,0.0007
Advanced AI 1 | Introduction to Python 1,2,1,0.0007
History of Chemistry 4 | Introduction to Python 1,2,1,0.0007
